Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;6817;113;1;2020-12-07T12:02:00
Kärnten;13973;199;2;2020-12-07T12:02:00
Niederösterreich;37634;570;3;2020-12-07T12:02:00
Oberösterreich;55631;680;4;2020-12-07T12:02:00
Salzburg;18605;219;5;2020-12-07T12:02:00
Steiermark;22353;543;6;2020-12-07T12:02:00
Tirol;32344;374;7;2020-12-07T12:02:00
Vorarlberg;14876;150;8;2020-12-07T12:02:00
Wien;54578;749;9;2020-12-07T12:02:00
