AktuelleErkrankungen;PositivGetestet;Genesen;TotBestaetigt;TotGemeldet;GesTestungen;GesBesFaelle;GesNBVerf;GesIBVerf;GesNBBel;GesIBBel;BFNH;Erkrankungen;LetzteAktualisierung;Timestamp
44985;304426;256811;3632;3897;3262088;305693;4185;551;3269;616;41100;304426;07.12.2020 15:02:00;2020-12-07T15:02:00
