time;Todesfälle;Timestamp
26.02.2020;0;2020-05-21T12:59:59
27.02.2020;0;2020-05-21T12:59:59
28.02.2020;0;2020-05-21T12:59:59
29.02.2020;0;2020-05-21T12:59:59
01.03.2020;0;2020-05-21T12:59:59
02.03.2020;0;2020-05-21T12:59:59
03.03.2020;0;2020-05-21T12:59:59
04.03.2020;0;2020-05-21T12:59:59
05.03.2020;0;2020-05-21T12:59:59
06.03.2020;0;2020-05-21T12:59:59
07.03.2020;0;2020-05-21T12:59:59
08.03.2020;0;2020-05-21T12:59:59
09.03.2020;0;2020-05-21T12:59:59
10.03.2020;0;2020-05-21T12:59:59
11.03.2020;0;2020-05-21T12:59:59
12.03.2020;1;2020-05-21T12:59:59
13.03.2020;1;2020-05-21T12:59:59
14.03.2020;1;2020-05-21T12:59:59
15.03.2020;3;2020-05-21T12:59:59
16.03.2020;5;2020-05-21T12:59:59
17.03.2020;7;2020-05-21T12:59:59
18.03.2020;11;2020-05-21T12:59:59
19.03.2020;14;2020-05-21T12:59:59
20.03.2020;19;2020-05-21T12:59:59
21.03.2020;22;2020-05-21T12:59:59
22.03.2020;30;2020-05-21T12:59:59
23.03.2020;40;2020-05-21T12:59:59
24.03.2020;50;2020-05-21T12:59:59
25.03.2020;59;2020-05-21T12:59:59
26.03.2020;72;2020-05-21T12:59:59
27.03.2020;89;2020-05-21T12:59:59
28.03.2020;106;2020-05-21T12:59:59
29.03.2020;120;2020-05-21T12:59:59
30.03.2020;139;2020-05-21T12:59:59
31.03.2020;156;2020-05-21T12:59:59
01.04.2020;167;2020-05-21T12:59:59
02.04.2020;186;2020-05-21T12:59:59
03.04.2020;203;2020-05-21T12:59:59
04.04.2020;223;2020-05-21T12:59:59
05.04.2020;244;2020-05-21T12:59:59
06.04.2020;268;2020-05-21T12:59:59
07.04.2020;294;2020-05-21T12:59:59
08.04.2020;312;2020-05-21T12:59:59
09.04.2020;330;2020-05-21T12:59:59
10.04.2020;349;2020-05-21T12:59:59
11.04.2020;363;2020-05-21T12:59:59
12.04.2020;374;2020-05-21T12:59:59
13.04.2020;395;2020-05-21T12:59:59
14.04.2020;407;2020-05-21T12:59:59
15.04.2020;421;2020-05-21T12:59:59
16.04.2020;443;2020-05-21T12:59:59
17.04.2020;456;2020-05-21T12:59:59
18.04.2020;471;2020-05-21T12:59:59
19.04.2020;486;2020-05-21T12:59:59
20.04.2020;493;2020-05-21T12:59:59
21.04.2020;508;2020-05-21T12:59:59
22.04.2020;518;2020-05-21T12:59:59
23.04.2020;521;2020-05-21T12:59:59
24.04.2020;526;2020-05-21T12:59:59
25.04.2020;536;2020-05-21T12:59:59
26.04.2020;545;2020-05-21T12:59:59
27.04.2020;548;2020-05-21T12:59:59
28.04.2020;559;2020-05-21T12:59:59
29.04.2020;563;2020-05-21T12:59:59
30.04.2020;568;2020-05-21T12:59:59
01.05.2020;570;2020-05-21T12:59:59
02.05.2020;572;2020-05-21T12:59:59
03.05.2020;576;2020-05-21T12:59:59
04.05.2020;578;2020-05-21T12:59:59
05.05.2020;580;2020-05-21T12:59:59
06.05.2020;583;2020-05-21T12:59:59
07.05.2020;584;2020-05-21T12:59:59
08.05.2020;589;2020-05-21T12:59:59
09.05.2020;591;2020-05-21T12:59:59
10.05.2020;593;2020-05-21T12:59:59
11.05.2020;594;2020-05-21T12:59:59
12.05.2020;594;2020-05-21T12:59:59
13.05.2020;595;2020-05-21T12:59:59
14.05.2020;597;2020-05-21T12:59:59
15.05.2020;597;2020-05-21T12:59:59
16.05.2020;598;2020-05-21T12:59:59
17.05.2020;598;2020-05-21T12:59:59
18.05.2020;600;2020-05-21T12:59:59
19.05.2020;601;2020-05-21T12:59:59
20.05.2020;601;2020-05-21T12:59:59
21.05.2020;601;2020-05-21T12:59:59
