Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;5597;82;1;2020-11-28T21:02:00
Kärnten;10333;133;2;2020-11-28T21:02:00
Niederösterreich;30269;376;3;2020-11-28T21:02:00
Oberösterreich;46154;495;4;2020-11-28T21:02:00
Salzburg;14388;162;5;2020-11-28T21:02:00
Steiermark;17848;465;6;2020-11-28T21:02:00
Tirol;27161;288;7;2020-11-28T21:02:00
Vorarlberg;12351;120;8;2020-11-28T21:02:00
Wien;46596;614;9;2020-11-28T21:02:00
