Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;543;10;14
Rust(Stadt);102;1980;61;0;1
Eisenstadt-Umgebung;103;43236;1310;19;27
Güssing;104;25699;1042;18;59
Jennersdorf;105;17097;670;17;23
Mattersburg;106;40042;1252;21;47
Neusiedl am See;107;59990;1785;27;111
Oberpullendorf;108;37384;1436;18;46
Oberwart;109;54192;1955;51;53
Klagenfurt Stadt;201;101300;4068;129;140
Villach Stadt;202;62882;2185;50;67
Hermagor;203;18054;1034;15;61
Klagenfurt Land;204;60014;2508;29;131
Sankt Veit an der Glan;205;54186;2654;78;200
Spittal an der Drau;206;75868;2403;36;253
Villach Land;207;64618;2467;59;116
Völkermarkt;208;41862;2441;46;94
Wolfsberg;209;52607;2461;60;108
Feldkirchen;210;29902;1429;36;100
Krems an der Donau(Stadt);301;25036;902;30;21
Sankt Pölten(Stadt);302;55514;2290;33;69
Waidhofen an der Ybbs(Stadt);303;11222;566;9;34
Wiener Neustadt(Stadt);304;45823;1749;32;111
Amstetten;305;116520;6663;107;255
Baden;306;146751;4791;70;258
Bruck an der Leitha;307;103735;3008;57;126
Gänserndorf;308;104782;2553;28;146
Gmünd;309;36553;1576;33;49
Hollabrunn;310;51033;1222;26;28
Horn;311;30936;644;10;13
Korneuburg;312;91254;2407;30;83
Krems(Land);313;56487;2036;26;64
Lilienfeld;314;25655;985;29;20
Melk;315;78191;3300;70;104
Mistelbach;316;75625;1666;27;83
Mödling;317;119115;3562;78;133
Neunkirchen;318;86343;3050;64;160
Sankt Pölten(Land);319;131729;4475;83;143
Scheibbs;320;41414;2177;25;78
Tulln;321;104593;3196;46;179
Waidhofen an der Thaya;322;25682;888;13;35
Wiener Neustadt(Land);323;78307;2375;36;124
Zwettl;325;41987;1887;19;124
Linz(Stadt);401;206595;8958;176;235
Steyr(Stadt);402;38056;1627;18;40
Wels(Stadt);403;62470;3191;50;72
Braunau am Inn;404;105553;4690;60;197
Eferding;405;33178;2082;26;38
Freistadt;406;66861;3775;76;103
Gmunden;407;101859;4982;81;236
Grieskirchen;408;64875;3922;58;115
Kirchdorf an der Krems;409;57071;2610;57;119
Linz-Land;410;151371;6636;74;196
Perg;411;68968;3765;47;126
Ried im Innkreis;412;61690;3816;75;93
Rohrbach;413;56545;4043;87;102
Schärding;414;57391;3808;59;114
Steyr-Land;415;60717;3158;59;85
Urfahr-Umgebung;416;86005;4724;66;63
Vöcklabruck;417;137297;7025;119;214
Wels-Land;418;73777;3229;46;107
Salzburg(Stadt);501;155021;6982;74;461
Hallein;502;60824;4289;34;278
Salzburg-Umgebung;503;153492;7775;80;400
Sankt Johann im Pongau;504;81194;5809;80;282
Tamsweg;505;20251;1621;31;100
Zell am See;506;87628;4845;80;225
Graz(Stadt);601;291072;9464;213;276
Deutschlandsberg;603;60867;2072;67;158
Graz-Umgebung;606;156070;5077;201;200
Leibnitz;610;84756;3245;71;131
Leoben;611;59700;2148;79;66
Liezen;612;79652;3309;78;213
Murau;614;27543;1096;18;54
Voitsberg;616;51044;2017;74;85
Weiz;617;90654;2949;106;118
Murtal;620;71698;2988;120;139
Bruck-Mürzzuschlag;621;98697;3846;178;134
Hartberg-Fürstenfeld;622;90606;3921;139;163
Südoststeiermark;623;84036;3215;119;167
Innsbruck-Stadt;701;131961;6539;80;93
Imst;702;60474;3164;30;92
Innsbruck-Land;703;180453;9374;113;176
Kitzbühel;704;64168;2976;30;149
Kufstein;705;110287;6592;114;126
Landeck;706;44386;2762;33;76
Lienz;707;48738;2757;38;93
Reutte;708;32838;1078;3;74
Schwaz;709;84329;6959;104;110
Bludenz;801;64107;2958;38;85
Bregenz;802;134987;6455;85;176
Dornbirn;803;89912;5325;45;130
Feldkirch;804;108133;5618;65;204
Wien;900;1911191;76210;1237;2433
