Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;596;9;13
Rust(Stadt);102;1980;68;0;0
Eisenstadt-Umgebung;103;43236;1522;21;58
Güssing;104;25699;1303;41;48
Jennersdorf;105;17097;909;19;50
Mattersburg;106;40042;1494;24;50
Neusiedl am See;107;59990;2196;30;104
Oberpullendorf;108;37384;1593;24;30
Oberwart;109;54192;2220;55;65
Klagenfurt Stadt;201;101300;4606;143;125
Villach Stadt;202;62882;2535;58;82
Hermagor;203;18054;1444;18;115
Klagenfurt Land;204;60014;2995;57;61
Sankt Veit an der Glan;205;54186;2931;92;69
Spittal an der Drau;206;75868;3574;94;178
Villach Land;207;64618;3029;66;78
Völkermarkt;208;41862;2766;54;82
Wolfsberg;209;52607;2666;65;32
Feldkirchen;210;29902;1649;42;22
Krems an der Donau(Stadt);301;25036;982;23;10
Sankt Pölten(Stadt);302;55514;2510;44;49
Waidhofen an der Ybbs(Stadt);303;11222;639;10;15
Wiener Neustadt(Stadt);304;45823;2336;61;143
Amstetten;305;116520;7400;122;96
Baden;306;146751;6039;89;290
Bruck an der Leitha;307;103735;3636;65;167
Gänserndorf;308;104782;3498;50;209
Gmünd;309;36553;1822;34;78
Hollabrunn;310;51033;1612;34;105
Horn;311;30936;854;12;51
Korneuburg;312;91254;2849;40;118
Krems(Land);313;56487;2409;30;34
Lilienfeld;314;25655;1099;30;32
Melk;315;78191;3776;80;144
Mistelbach;316;75625;2292;30;154
Mödling;317;119115;4112;96;130
Neunkirchen;318;86343;3676;77;170
Sankt Pölten(Land);319;131729;5092;96;142
Scheibbs;320;41414;2544;32;44
Tulln;321;104593;3800;66;109
Waidhofen an der Thaya;322;25682;1085;14;63
Wiener Neustadt(Land);323;78307;3031;55;184
Zwettl;325;41987;2375;27;77
Linz(Stadt);401;206595;9759;206;196
Steyr(Stadt);402;38056;1722;18;28
Wels(Stadt);403;62470;3733;58;134
Braunau am Inn;404;105553;5690;69;209
Eferding;405;33178;2241;29;25
Freistadt;406;66861;4151;84;61
Gmunden;407;101859;5808;93;138
Grieskirchen;408;64875;4296;67;54
Kirchdorf an der Krems;409;57071;2886;73;42
Linz-Land;410;151371;7302;79;142
Perg;411;68968;4209;62;84
Ried im Innkreis;412;61690;4250;88;68
Rohrbach;413;56545;4400;93;93
Schärding;414;57391;4168;61;84
Steyr-Land;415;60717;3347;62;38
Urfahr-Umgebung;416;86005;5021;69;49
Vöcklabruck;417;137297;7791;133;147
Wels-Land;418;73777;3695;48;99
Salzburg(Stadt);501;155021;8310;114;170
Hallein;502;60824;5037;55;89
Salzburg-Umgebung;503;153492;8991;94;204
Sankt Johann im Pongau;504;81194;7007;93;180
Tamsweg;505;20251;2014;36;21
Zell am See;506;87628;5444;94;97
Graz(Stadt);601;291072;11053;251;459
Deutschlandsberg;603;60867;2640;88;95
Graz-Umgebung;606;156070;5984;219;199
Leibnitz;610;84756;3808;87;126
Leoben;611;59700;2419;89;71
Liezen;612;79652;3923;95;44
Murau;614;27543;1310;19;24
Voitsberg;616;51044;2252;89;28
Weiz;617;90654;3680;123;198
Murtal;620;71698;3420;145;58
Bruck-Mürzzuschlag;621;98697;4585;211;165
Hartberg-Fürstenfeld;622;90606;4837;158;233
Südoststeiermark;623;84036;4179;142;160
Innsbruck-Stadt;701;131961;6984;87;64
Imst;702;60474;3402;33;56
Innsbruck-Land;703;180453;10044;127;81
Kitzbühel;704;64168;3447;37;58
Kufstein;705;110287;7150;127;89
Landeck;706;44386;2930;42;24
Lienz;707;48738;3445;41;79
Reutte;708;32838;1353;4;54
Schwaz;709;84329;7788;118;151
Bludenz;801;64107;3384;44;48
Bregenz;802;134987;7165;93;36
Dornbirn;803;89912;5995;62;68
Feldkirch;804;108133;6322;70;89
Wien;900;1911191;87671;1651;2704
