AltersgruppeID;Altersgruppe;Bundesland;BundeslandID;AnzEinwohner;Geschlecht;Anzahl;AnzahlGeheilt;AnzahlTot
1;<5;Burgenland;1;6271;M;51;49;0
1;<5;Burgenland;1;5908;W;29;26;0
1;<5;Kärnten;2;12224;M;82;72;0
1;<5;Kärnten;2;11683;W;74;66;0
1;<5;Niederösterreich;3;40492;M;229;200;0
1;<5;Niederösterreich;3;38354;W;185;163;0
1;<5;Oberösterreich;4;39650;M;298;286;0
1;<5;Oberösterreich;4;37428;W;251;241;0
1;<5;Salzburg;5;14528;M;162;154;0
1;<5;Salzburg;5;13799;W;115;111;0
1;<5;Steiermark;6;29066;M;211;185;0
1;<5;Steiermark;6;27485;W;177;158;0
1;<5;Tirol;7;19768;M;257;252;0
1;<5;Tirol;7;18326;W;218;209;0
1;<5;Vorarlberg;8;11200;M;120;116;0
1;<5;Vorarlberg;8;10560;W;102;95;0
1;<5;Wien;9;50897;M;604;516;0
1;<5;Wien;9;48196;W;574;492;0
1;<5;Österreich;10;224096;M;2014;1830;0
1;<5;Österreich;10;211739;W;1725;1561;0
2;5-14;Burgenland;1;13528;M;419;395;0
2;5-14;Burgenland;1;12962;W;314;300;0
2;5-14;Kärnten;2;26135;M;567;504;0
2;5-14;Kärnten;2;24667;W;545;474;0
2;5-14;Niederösterreich;3;84399;M;2314;2123;0
2;5-14;Niederösterreich;3;80034;W;2044;1883;0
2;5-14;Oberösterreich;4;76223;M;1928;1831;0
2;5-14;Oberösterreich;4;72202;W;1772;1662;0
2;5-14;Salzburg;5;27260;M;1326;1287;0
2;5-14;Salzburg;5;26109;W;1191;1144;0
2;5-14;Steiermark;6;56981;M;1056;944;0
2;5-14;Steiermark;6;53566;W;908;832;0
2;5-14;Tirol;7;36954;M;1586;1543;0
2;5-14;Tirol;7;35185;W;1544;1514;0
2;5-14;Vorarlberg;8;21371;M;674;651;0
2;5-14;Vorarlberg;8;20345;W;646;619;0
2;5-14;Wien;9;92739;M;3120;2832;1
2;5-14;Wien;9;86565;W;2827;2560;0
2;5-14;Österreich;10;435590;M;12990;12110;1
2;5-14;Österreich;10;411635;W;11791;10988;0
3;15-24;Burgenland;1;14211;M;778;749;0
3;15-24;Burgenland;1;13131;W;634;605;0
3;15-24;Kärnten;2;28406;M;1810;1702;0
3;15-24;Kärnten;2;26320;W;1563;1468;0
3;15-24;Niederösterreich;3;89919;M;5059;4822;1
