Altersgruppe;Anzahl_demografisch;Timestamp
<5;0;2020-05-18T02:59:59
5-14;0;2020-05-18T02:59:59
15-24;0;2020-05-18T02:59:59
25-34;0;2020-05-18T02:59:59
35-44;0;2020-05-18T02:59:59
45-54;0;2020-05-18T02:59:59
55-64;1;2020-05-18T02:59:59
65-74;11;2020-05-18T02:59:59
75-84;36;2020-05-18T02:59:59
>84;105;2020-05-18T02:59:59
