Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;346;0;36
Rust(Stadt);102;1980;46;0;9
Eisenstadt-Umgebung;103;43236;909;7;111
Güssing;104;25699;675;4;78
Jennersdorf;105;17097;453;7;48
Mattersburg;106;40042;813;7;122
Neusiedl am See;107;59990;1154;15;179
Oberpullendorf;108;37384;1063;9;182
Oberwart;109;54192;1488;22;182
Klagenfurt Stadt;201;101300;2535;52;404
Villach Stadt;202;62882;1276;8;274
Hermagor;203;18054;460;2;97
Klagenfurt Land;204;60014;1386;3;282
Sankt Veit an der Glan;205;54186;1449;12;407
Spittal an der Drau;206;75868;1020;6;314
Villach Land;207;64618;1240;7;266
Völkermarkt;208;41862;1453;7;423
Wolfsberg;209;52607;1380;15;371
Feldkirchen;210;29902;697;9;169
Krems an der Donau(Stadt);301;25036;692;12;110
Sankt Pölten(Stadt);302;55514;1486;8;248
Waidhofen an der Ybbs(Stadt);303;11222;301;3;53
Wiener Neustadt(Stadt);304;45823;1204;25;142
Amstetten;305;116520;3805;42;775
Baden;306;146751;2997;21;332
Bruck an der Leitha;307;103735;1989;9;249
Gänserndorf;308;104782;1550;13;154
Gmünd;309;36553;1018;12;141
Hollabrunn;310;51033;941;12;115
Horn;311;30936;448;5;55
Korneuburg;312;91254;1804;7;157
Krems(Land);313;56487;1500;14;173
Lilienfeld;314;25655;673;9;85
Melk;315;78191;1997;12;372
Mistelbach;316;75625;1152;12;133
Mödling;317;119115;2433;15;227
Neunkirchen;318;86343;1733;23;217
Sankt Pölten(Land);319;131729;3035;32;475
Scheibbs;320;41414;1425;4;320
Tulln;321;104593;2204;12;208
Waidhofen an der Thaya;322;25682;630;5;65
Wiener Neustadt(Land);323;78307;1484;17;212
Zwettl;325;41987;1099;5;191
Linz(Stadt);401;206595;6478;76;882
Steyr(Stadt);402;38056;1171;6;191
Wels(Stadt);403;62470;2291;16;353
Braunau am Inn;404;105553;2787;21;595
Eferding;405;33178;1646;14;336
Freistadt;406;66861;2635;28;327
Gmunden;407;101859;3016;26;420
Grieskirchen;408;64875;2844;15;624
Kirchdorf an der Krems;409;57071;1533;12;289
Linz-Land;410;151371;4794;36;731
Perg;411;68968;2638;21;472
Ried im Innkreis;412;61690;2843;33;426
Rohrbach;413;56545;3151;37;419
Schärding;414;57391;2379;9;370
Steyr-Land;415;60717;2234;28;321
Urfahr-Umgebung;416;86005;3717;27;549
Vöcklabruck;417;137297;4686;28;670
Wels-Land;418;73777;2219;12;378
Salzburg(Stadt);501;155021;4242;21;831
Hallein;502;60824;2498;16;353
Salzburg-Umgebung;503;153492;4976;31;791
Sankt Johann im Pongau;504;81194;3860;38;575
Tamsweg;505;20251;789;8;146
Zell am See;506;87628;2883;25;700
Graz(Stadt);601;291072;6449;62;851
Deutschlandsberg;603;60867;1031;8;146
Graz-Umgebung;606;156070;3092;73;513
Leibnitz;610;84756;2081;33;283
Leoben;611;59700;1413;39;260
Liezen;612;79652;2012;19;372
Murau;614;27543;530;6;152
Voitsberg;616;51044;1408;27;281
Weiz;617;90654;1885;36;303
Murtal;620;71698;1508;9;328
Bruck-Mürzzuschlag;621;98697;2345;48;422
Hartberg-Fürstenfeld;622;90606;2415;75;361
Südoststeiermark;623;84036;2121;24;363
Innsbruck-Stadt;701;131961;5286;52;491
Imst;702;60474;2158;13;252
Innsbruck-Land;703;180453;6692;38;982
Kitzbühel;704;64168;2004;16;282
Kufstein;705;110287;4874;65;784
Landeck;706;44386;1985;22;107
Lienz;707;48738;1541;9;384
Reutte;708;32838;660;2;86
Schwaz;709;84329;5552;50;776
Bludenz;801;64107;2135;19;272
Bregenz;802;134987;4732;36;526
Dornbirn;803;89912;3955;28;453
Feldkirch;804;108133;3878;20;540
Wien;900;1911191;56175;578;5448
