AktuelleErkrankungen;PositivGetestet;Genesen;TotBestaetigt;TotGemeldet;GesTestungen;GesBesFaelle;GesNBVerf;GesIBVerf;GesNBBel;GesIBBel;BFNH;Erkrankungen;LetzteAktualisierung;Timestamp
19817;373754;346901;6011;6570;3847922;373288;4904;601;1981;373;17463;373754;08.01.2021 05:02:00;2021-01-08T05:02:00
