Altersgruppe;Anzahl;Timestamp
<5;1056;2020-10-24T23:02:00
5-14;5562;2020-10-24T23:02:00
15-24;14660;2020-10-24T23:02:00
25-34;14470;2020-10-24T23:02:00
35-44;11645;2020-10-24T23:02:00
45-54;13548;2020-10-24T23:02:00
55-64;9762;2020-10-24T23:02:00
65-74;4741;2020-10-24T23:02:00
75-84;3719;2020-10-24T23:02:00
>84;2326;2020-10-24T23:02:00
