Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;935;11;11
Rust(Stadt);102;1980;73;0;0
Eisenstadt-Umgebung;103;43236;2309;24;35
Güssing;104;25699;1814;53;35
Jennersdorf;105;17097;1284;25;24
Mattersburg;106;40042;2231;32;32
Neusiedl am See;107;59990;3220;39;56
Oberpullendorf;108;37384;2222;42;29
Oberwart;109;54192;3602;87;67
Klagenfurt Stadt;201;101300;6048;157;135
Villach Stadt;202;62882;3696;68;116
Hermagor;203;18054;1860;28;5
Klagenfurt Land;204;60014;4067;65;92
Sankt Veit an der Glan;205;54186;3836;97;64
Spittal an der Drau;206;75868;5538;118;199
Villach Land;207;64618;4311;79;74
Völkermarkt;208;41862;3576;61;74
Wolfsberg;209;52607;3381;72;39
Feldkirchen;210;29902;2300;52;66
Krems an der Donau(Stadt);301;25036;1336;28;28
Sankt Pölten(Stadt);302;55514;3652;55;105
Waidhofen an der Ybbs(Stadt);303;11222;876;14;17
Wiener Neustadt(Stadt);304;45823;3799;85;53
Amstetten;305;116520;9658;126;150
Baden;306;146751;9641;120;137
Bruck an der Leitha;307;103735;5905;85;124
Gänserndorf;308;104782;5627;64;114
Gmünd;309;36553;2644;43;30
Hollabrunn;310;51033;2519;52;47
Horn;311;30936;1469;26;42
Korneuburg;312;91254;4191;49;61
Krems(Land);313;56487;3169;39;59
Lilienfeld;314;25655;1558;39;49
Melk;315;78191;5611;99;118
Mistelbach;316;75625;3640;34;46
Mödling;317;119115;6255;113;85
Neunkirchen;318;86343;5819;97;76
Sankt Pölten(Land);319;131729;7481;133;137
Scheibbs;320;41414;3694;41;67
Tulln;321;104593;5247;82;83
Waidhofen an der Thaya;322;25682;1666;14;10
Wiener Neustadt(Land);323;78307;5119;92;47
Zwettl;325;41987;3256;37;36
Linz(Stadt);401;206595;13055;216;372
Steyr(Stadt);402;38056;2296;18;67
Wels(Stadt);403;62470;5319;69;131
Braunau am Inn;404;105553;8791;103;227
Eferding;405;33178;2722;32;50
Freistadt;406;66861;5334;93;106
Gmunden;407;101859;7561;105;82
Grieskirchen;408;64875;5078;68;92
Kirchdorf an der Krems;409;57071;4042;81;69
Linz-Land;410;151371;9722;86;212
Perg;411;68968;5652;71;86
Ried im Innkreis;412;61690;5749;98;126
Rohrbach;413;56545;5042;96;45
Schärding;414;57391;5244;69;101
Steyr-Land;415;60717;4100;68;66
Urfahr-Umgebung;416;86005;5946;72;56
Vöcklabruck;417;137297;11136;153;311
Wels-Land;418;73777;5411;61;158
Salzburg(Stadt);501;155021;11364;134;228
Hallein;502;60824;6434;62;196
Salzburg-Umgebung;503;153492;12176;119;249
Sankt Johann im Pongau;504;81194;9372;113;136
Tamsweg;505;20251;2445;40;33
Zell am See;506;87628;7140;104;99
Graz(Stadt);601;291072;15403;290;482
Deutschlandsberg;603;60867;3826;106;144
Graz-Umgebung;606;156070;8277;241;211
Leibnitz;610;84756;5649;109;127
Leoben;611;59700;3252;109;56
Liezen;612;79652;5286;112;90
Murau;614;27543;1865;29;74
Voitsberg;616;51044;3235;107;120
Weiz;617;90654;5777;143;219
Murtal;620;71698;4678;163;180
Bruck-Mürzzuschlag;621;98697;5865;245;88
Hartberg-Fürstenfeld;622;90606;7012;180;182
Südoststeiermark;623;84036;5762;169;152
Innsbruck-Stadt;701;131961;9229;94;285
Imst;702;60474;4783;37;180
Innsbruck-Land;703;180453;13111;136;330
Kitzbühel;704;64168;4338;42;57
Kufstein;705;110287;9228;137;206
Landeck;706;44386;3521;47;52
Lienz;707;48738;5155;45;138
Reutte;708;32838;1916;6;70
Schwaz;709;84329;8952;131;33
Bludenz;801;64107;3996;46;75
Bregenz;802;134987;9082;101;390
Dornbirn;803;89912;7199;71;210
Feldkirch;804;108133;7796;76;260
Wien;900;1911191;132887;2209;3168
