Bezirk;Anzahl;Anzahl_Inzidenz;GKZ;Timestamp
Amstetten;832;716,537196203731;305;2020-10-27T20:02:00
Baden;1196;818,040669480106;306;2020-10-27T20:02:00
Bludenz;755;1184,98289229997;801;2020-10-27T20:02:00
Braunau am Inn;641;613,937629300437;404;2020-10-27T20:02:00
Bregenz;1366;1016,49762246713;802;2020-10-27T20:02:00
Bruck an der Leitha;852;835,212234094697;307;2020-10-27T20:02:00
Bruck-Mürzzuschlag;438;442,495756890002;621;2020-10-27T20:02:00
Deutschlandsberg;239;392,956380197629;603;2020-10-27T20:02:00
Dornbirn;1169;1312,8783369459;803;2020-10-27T20:02:00
Eferding;337;1016,40728676559;405;2020-10-27T20:02:00
Eisenstadt(Stadt);84;573,888091822095;101;2020-10-27T20:02:00
Eisenstadt-Umgebung;289;673,235958720619;103;2020-10-27T20:02:00
Feldkirch;1248;1164,62452990416;804;2020-10-27T20:02:00
Feldkirchen;86;287,269933527073;210;2020-10-27T20:02:00
Freistadt;652;978,670389216613;406;2020-10-27T20:02:00
Gänserndorf;788;759,986883475108;308;2020-10-27T20:02:00
Gmünd;283;769,586381312376;309;2020-10-27T20:02:00
Gmunden;881;866,861489112574;407;2020-10-27T20:02:00
Graz(Stadt);2226;770,759610257405;601;2020-10-27T20:02:00
Graz-Umgebung;915;593,15441462466;606;2020-10-27T20:02:00
Grieskirchen;650;1004,31081101961;408;2020-10-27T20:02:00
Güssing;150;581,462960809396;104;2020-10-27T20:02:00
Hallein;1006;1666,28018683539;502;2020-10-27T20:02:00
Hartberg-Fürstenfeld;661;729,403456114409;622;2020-10-27T20:02:00
Hermagor;86;471,905179982441;203;2020-10-27T20:02:00
Hollabrunn;197;387,353022140076;310;2020-10-27T20:02:00
Horn;156;501,769057574783;311;2020-10-27T20:02:00
Imst;788;1312,10869854802;702;2020-10-27T20:02:00
Innsbruck-Land;2199;1226,31303048216;703;2020-10-27T20:02:00
Innsbruck-Stadt;2545;1926,42494890621;701;2020-10-27T20:02:00
Jennersdorf;65;380,874252900504;105;2020-10-27T20:02:00
Kirchdorf an der Krems;268;471,283367917561;409;2020-10-27T20:02:00
Kitzbühel;610;954,900518150937;704;2020-10-27T20:02:00
Klagenfurt Land;212;354,515050167224;204;2020-10-27T20:02:00
Klagenfurt Stadt;534;529,672575061746;201;2020-10-27T20:02:00
Korneuburg;842;926,404735446534;312;2020-10-27T20:02:00
Krems an der Donau(Stadt);217;872,326740633542;301;2020-10-27T20:02:00
Krems(Land);521;920,559756873277;313;2020-10-27T20:02:00
Kufstein;1494;1362,11958206451;705;2020-10-27T20:02:00
Landeck;1422;3205,44610252017;706;2020-10-27T20:02:00
Leibnitz;546;661,946559332719;610;2020-10-27T20:02:00
Leoben;376;626,040626040626;611;2020-10-27T20:02:00
Lienz;322;660,472176071216;707;2020-10-27T20:02:00
Liezen (inkl. Gröbming);476;595,73722481571;612;2020-10-27T20:02:00
Lilienfeld;236;914,303424763676;314;2020-10-27T20:02:00
Linz(Stadt);2321;1128,19964418693;401;2020-10-27T20:02:00
Linz-Land;1534;1020,80879466038;410;2020-10-27T20:02:00
Mattersburg;263;658,735128365686;106;2020-10-27T20:02:00
Melk;557;714,450629794002;315;2020-10-27T20:02:00
Mistelbach;500;662,40080547938;316;2020-10-27T20:02:00
Mödling;1098;922,704583270307;317;2020-10-27T20:02:00
Murau;53;191,619364402184;614;2020-10-27T20:02:00
Murtal;336;466,64074218099;620;2020-10-27T20:02:00
Neunkirchen;702;813,52632371858;318;2020-10-27T20:02:00
Neusiedl am See;451;757,321332616873;107;2020-10-27T20:02:00
Oberpullendorf;234;623,783754964946;108;2020-10-27T20:02:00
Oberwart;491;907,981359568015;109;2020-10-27T20:02:00
Perg;670;978,687973823749;411;2020-10-27T20:02:00
Reutte;190;581,573308846036;708;2020-10-27T20:02:00
Ried im Innkreis;756;1235,2133847461;412;2020-10-27T20:02:00
Rohrbach;671;1187,10636189937;413;2020-10-27T20:02:00
Rust(Stadt);6;309,278350515464;102;2020-10-27T20:02:00
Salzburg(Stadt);1162;753,513043816589;501;2020-10-27T20:02:00
Salzburg-Umgebung;1451;952,843755951169;503;2020-10-27T20:02:00
Sankt Johann im Pongau;1267;1572,48706142256;504;2020-10-27T20:02:00
Sankt Pölten(Land);1031;786,758645950978;319;2020-10-27T20:02:00
Sankt Pölten(Stadt);507;921,08131676477;302;2020-10-27T20:02:00
Sankt Veit an der Glan;232;425,258913023554;205;2020-10-27T20:02:00
Schärding;546;952,763187743208;414;2020-10-27T20:02:00
Scheibbs;240;579,668139989856;320;2020-10-27T20:02:00
Schwaz;1564;1864,72404707117;709;2020-10-27T20:02:00
