Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;698;11;1;2020-10-05T21:00:00
Kärnten;824;13;2;2020-10-05T21:00:00
Niederösterreich;6070;120;3;2020-10-05T21:00:00
Oberösterreich;6118;71;4;2020-10-05T21:00:00
Salzburg;2014;43;5;2020-10-05T21:00:00
Steiermark;3073;158;6;2020-10-05T21:00:00
Tirol;5714;102;7;2020-10-05T21:00:00
Vorarlberg;1634;23;8;2020-10-05T21:00:00
Wien;12949;258;9;2020-10-05T21:00:00
