Altersgruppe;Anzahl;Timestamp
<5;1162;2020-10-29T00:02:00
5-14;6371;2020-10-29T00:02:00
15-24;16640;2020-10-29T00:02:00
25-34;16618;2020-10-29T00:02:00
35-44;13469;2020-10-29T00:02:00
45-54;15880;2020-10-29T00:02:00
55-64;11463;2020-10-29T00:02:00
65-74;5679;2020-10-29T00:02:00
75-84;4485;2020-10-29T00:02:00
>84;2784;2020-10-29T00:02:00
