Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;8721;155;1;2020-12-31T11:02:00
Kärnten;19240;465;2;2020-12-31T11:02:00
Niederösterreich;49588;837;3;2020-12-31T11:02:00
Oberösterreich;67379;1041;4;2020-12-31T11:02:00
Salzburg;25009;339;5;2020-12-31T11:02:00
Steiermark;37114;1045;6;2020-12-31T11:02:00
Tirol;38328;479;7;2020-12-31T11:02:00
Vorarlberg;18348;208;8;2020-12-31T11:02:00
Wien;67263;1077;9;2020-12-31T11:02:00
