Bundesland;Anzahl;GKZ;Timestamp
Wien;15708;9;2020-11-22T10:02:00
Vorarlberg;4357;8;2020-11-22T10:02:00
Tirol;7364;7;2020-11-22T10:02:00
Steiermark;12390;6;2020-11-22T10:02:00
Salzburg;6415;5;2020-11-22T10:02:00
Oberösterreich;13278;4;2020-11-22T10:02:00
Niederösterreich;10832;3;2020-11-22T10:02:00
Kärnten;4666;2;2020-11-22T10:02:00
Burgenland;1873;1;2020-11-22T10:02:00
