Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;527;9;23
Rust(Stadt);102;1980;60;0;8
Eisenstadt-Umgebung;103;43236;1289;18;54
Güssing;104;25699;997;16;64
Jennersdorf;105;17097;656;17;27
Mattersburg;106;40042;1222;21;51
Neusiedl am See;107;59990;1710;27;104
Oberpullendorf;108;37384;1408;17;56
Oberwart;109;54192;1912;51;41
Klagenfurt Stadt;201;101300;3964;126;129
Villach Stadt;202;62882;2142;48;83
Hermagor;203;18054;998;15;80
Klagenfurt Land;204;60014;2406;26;127
Sankt Veit an der Glan;205;54186;2553;74;209
Spittal an der Drau;206;75868;2238;32;246
Villach Land;207;64618;2400;57;125
Völkermarkt;208;41862;2386;43;112
Wolfsberg;209;52607;2413;60;121
Feldkirchen;210;29902;1379;32;98
Krems an der Donau(Stadt);301;25036;884;29;21
Sankt Pölten(Stadt);302;55514;2264;32;63
Waidhofen an der Ybbs(Stadt);303;11222;542;7;41
Wiener Neustadt(Stadt);304;45823;1685;31;105
Amstetten;305;116520;6487;102;287
Baden;306;146751;4628;68;284
Bruck an der Leitha;307;103735;2927;55;115
Gänserndorf;308;104782;2460;28;173
Gmünd;309;36553;1539;33;38
Hollabrunn;310;51033;1199;26;37
Horn;311;30936;629;10;14
Korneuburg;312;91254;2352;27;76
Krems(Land);313;56487;1985;26;47
Lilienfeld;314;25655;973;29;21
Melk;315;78191;3237;67;119
Mistelbach;316;75625;1607;27;72
Mödling;317;119115;3468;67;136
Neunkirchen;318;86343;2961;58;206
Sankt Pölten(Land);319;131729;4379;80;129
Scheibbs;320;41414;2124;24;79
Tulln;321;104593;3072;40;144
Waidhofen an der Thaya;322;25682;870;13;34
Wiener Neustadt(Land);323;78307;2295;31;143
Zwettl;325;41987;1803;18;107
Linz(Stadt);401;206595;8814;168;234
Steyr(Stadt);402;38056;1609;18;36
Wels(Stadt);403;62470;3146;50;62
Braunau am Inn;404;105553;4548;55;179
Eferding;405;33178;2048;25;31
Freistadt;406;66861;3714;73;112
Gmunden;407;101859;4810;72;242
Grieskirchen;408;64875;3868;56;129
Kirchdorf an der Krems;409;57071;2537;55;169
Linz-Land;410;151371;6532;73;192
Perg;411;68968;3690;44;134
Ried im Innkreis;412;61690;3745;74;110
Rohrbach;413;56545;3977;86;94
Schärding;414;57391;3734;59;105
Steyr-Land;415;60717;3103;59;86
Urfahr-Umgebung;416;86005;4683;64;57
Vöcklabruck;417;137297;6886;115;251
Wels-Land;418;73777;3166;45;116
Salzburg(Stadt);501;155021;6706;70;399
Hallein;502;60824;4133;33;366
Salzburg-Umgebung;503;153492;7523;74;405
Sankt Johann im Pongau;504;81194;5621;79;293
Tamsweg;505;20251;1544;30;109
Zell am See;506;87628;4698;74;301
Graz(Stadt);601;291072;9282;206;307
Deutschlandsberg;603;60867;1987;57;140
Graz-Umgebung;606;156070;4950;194;208
Leibnitz;610;84756;3151;71;96
Leoben;611;59700;2105;78;91
Liezen;612;79652;3153;76;194
Murau;614;27543;1055;16;45
Voitsberg;616;51044;1952;73;47
Weiz;617;90654;2873;102;97
Murtal;620;71698;2896;118;164
Bruck-Mürzzuschlag;621;98697;3749;172;119
Hartberg-Fürstenfeld;622;90606;3814;139;142
Südoststeiermark;623;84036;3114;115;117
Innsbruck-Stadt;701;131961;6465;79;107
Imst;702;60474;3110;30;116
Innsbruck-Land;703;180453;9246;110;228
Kitzbühel;704;64168;2882;26;191
Kufstein;705;110287;6510;111;199
Landeck;706;44386;2704;30;92
Lienz;707;48738;2692;38;106
Reutte;708;32838;1010;3;44
Schwaz;709;84329;6871;100;132
Bludenz;801;64107;2918;38;92
Bregenz;802;134987;6350;84;195
Dornbirn;803;89912;5244;42;191
Feldkirch;804;108133;5495;62;210
Wien;900;1911191;74462;1176;2223
