time;Todesfälle;Timestamp
26.02.2020;0;2020-04-20T09:00:00
27.02.2020;0;2020-04-20T09:00:00
28.02.2020;0;2020-04-20T09:00:00
29.02.2020;0;2020-04-20T09:00:00
01.03.2020;0;2020-04-20T09:00:00
02.03.2020;0;2020-04-20T09:00:00
03.03.2020;0;2020-04-20T09:00:00
04.03.2020;0;2020-04-20T09:00:00
05.03.2020;0;2020-04-20T09:00:00
06.03.2020;0;2020-04-20T09:00:00
07.03.2020;0;2020-04-20T09:00:00
08.03.2020;0;2020-04-20T09:00:00
09.03.2020;0;2020-04-20T09:00:00
10.03.2020;0;2020-04-20T09:00:00
11.03.2020;0;2020-04-20T09:00:00
12.03.2020;1;2020-04-20T09:00:00
13.03.2020;1;2020-04-20T09:00:00
14.03.2020;1;2020-04-20T09:00:00
15.03.2020;3;2020-04-20T09:00:00
16.03.2020;5;2020-04-20T09:00:00
17.03.2020;6;2020-04-20T09:00:00
18.03.2020;9;2020-04-20T09:00:00
19.03.2020;12;2020-04-20T09:00:00
20.03.2020;17;2020-04-20T09:00:00
21.03.2020;18;2020-04-20T09:00:00
22.03.2020;25;2020-04-20T09:00:00
23.03.2020;35;2020-04-20T09:00:00
24.03.2020;43;2020-04-20T09:00:00
25.03.2020;52;2020-04-20T09:00:00
26.03.2020;64;2020-04-20T09:00:00
27.03.2020;79;2020-04-20T09:00:00
28.03.2020;94;2020-04-20T09:00:00
29.03.2020;104;2020-04-20T09:00:00
30.03.2020;123;2020-04-20T09:00:00
31.03.2020;138;2020-04-20T09:00:00
01.04.2020;149;2020-04-20T09:00:00
02.04.2020;163;2020-04-20T09:00:00
03.04.2020;178;2020-04-20T09:00:00
04.04.2020;195;2020-04-20T09:00:00
05.04.2020;214;2020-04-20T09:00:00
06.04.2020;231;2020-04-20T09:00:00
07.04.2020;257;2020-04-20T09:00:00
08.04.2020;272;2020-04-20T09:00:00
09.04.2020;287;2020-04-20T09:00:00
10.04.2020;299;2020-04-20T09:00:00
11.04.2020;312;2020-04-20T09:00:00
12.04.2020;322;2020-04-20T09:00:00
13.04.2020;342;2020-04-20T09:00:00
14.04.2020;351;2020-04-20T09:00:00
15.04.2020;361;2020-04-20T09:00:00
16.04.2020;377;2020-04-20T09:00:00
17.04.2020;383;2020-04-20T09:00:00
18.04.2020;397;2020-04-20T09:00:00
19.04.2020;405;2020-04-20T09:00:00
20.04.2020;406;2020-04-20T09:00:00
