Bezirk;Anzahl;Anzahl_Inzidenz;GKZ;Timestamp
Amstetten;6555;5645,31408787915;305;2021-01-09T04:02:00
Baden;4763;3257,79908757002;306;2021-01-09T04:02:00
Bludenz;2932;4601,81435791192;801;2021-01-09T04:02:00
Braunau am Inn;4539;4347,36801777642;404;2021-01-09T04:02:00
Bregenz;6399;4761,76302062017;802;2021-01-09T04:02:00
Bruck an der Leitha;2962;2903,6368983433;307;2021-01-09T04:02:00
Bruck-Mürzzuschlag;3754;3792,53212640427;621;2021-01-09T04:02:00
Deutschlandsberg;2022;3324,50962660923;603;2021-01-09T04:02:00
Dornbirn;5231;5874,82171134646;803;2021-01-09T04:02:00
Eferding;2047;6173,84485462661;405;2021-01-09T04:02:00
Eisenstadt(Stadt);518;3538,97656623625;101;2021-01-09T04:02:00
Eisenstadt-Umgebung;1307;3044,70379947352;103;2021-01-09T04:02:00
Feldkirch;5513;5144,69153314234;804;2021-01-09T04:02:00
Feldkirchen;1359;4539,53301934062;210;2021-01-09T04:02:00
Freistadt;3659;5492,26219960673;406;2021-01-09T04:02:00
Gänserndorf;2535;2444,88166194086;308;2021-01-09T04:02:00
Gmünd;1563;4250,40110950969;309;2021-01-09T04:02:00
Gmunden;4888;4809,55613936693;407;2021-01-09T04:02:00
Graz(Stadt);9631;3334,76451320263;601;2021-01-09T04:02:00
Graz-Umgebung;4914;3185,5309218203;606;2021-01-09T04:02:00
Grieskirchen;3858;5960,97093679022;408;2021-01-09T04:02:00
Güssing;1003;3888,0489979455;104;2021-01-09T04:02:00
Hallein;4208;6969,88770000331;502;2021-01-09T04:02:00
Hartberg-Fürstenfeld;3815;4209,79453112931;622;2021-01-09T04:02:00
Hermagor;956;5245,82967515364;203;2021-01-09T04:02:00
Hollabrunn;1202;2363,44331275316;310;2021-01-09T04:02:00
Horn;615;1978,12801543905;311;2021-01-09T04:02:00
Imst;3070;5111,89556414014;702;2021-01-09T04:02:00
Innsbruck-Land;9343;5210,29679117545;703;2021-01-09T04:02:00
Innsbruck-Stadt;6539;4949,6631594883;701;2021-01-09T04:02:00
Jennersdorf;639;3744,28688620649;105;2021-01-09T04:02:00
Kirchdorf an der Krems;2521;4433,22899447825;409;2021-01-09T04:02:00
Kitzbühel;2832;4433,24306131714;704;2021-01-09T04:02:00
Klagenfurt Land;2317;3874,58193979933;204;2021-01-09T04:02:00
Klagenfurt Stadt;4111;4077,68531100906;201;2021-01-09T04:02:00
Korneuburg;2390;2629,58113743137;312;2021-01-09T04:02:00
Krems an der Donau(Stadt);902;3625,98488502975;301;2021-01-09T04:02:00
Krems(Land);2001;3535,58555374938;313;2021-01-09T04:02:00
Kufstein;6523;5947,19279371273;705;2021-01-09T04:02:00
Landeck;2757;6214,77841395789;706;2021-01-09T04:02:00
Leibnitz;3178;3852,86843509044;610;2021-01-09T04:02:00
Leoben;2113;3518,14851814852;611;2021-01-09T04:02:00
Lienz;2681;5499,14877033208;707;2021-01-09T04:02:00
Liezen (inkl. Gröbming);3189;3991,18909650693;612;2021-01-09T04:02:00
Lilienfeld;990;3835,42538354254;314;2021-01-09T04:02:00
Linz(Stadt);8733;4244,96660606827;401;2021-01-09T04:02:00
Linz-Land;6570;4372,04288195484;410;2021-01-09T04:02:00
Mattersburg;1202;3010,64495929869;106;2021-01-09T04:02:00
Melk;3213;4121,23855211513;315;2021-01-09T04:02:00
Mistelbach;1662;2201,82027741346;316;2021-01-09T04:02:00
Mödling;3538;2973,15921275988;317;2021-01-09T04:02:00
Murau;1033;3734,76987598973;614;2021-01-09T04:02:00
Murtal;2910;4041,44214210322;620;2021-01-09T04:02:00
Neunkirchen;2999;3475,44935161257;318;2021-01-09T04:02:00
Neusiedl am See;1741;2923,49543256314;107;2021-01-09T04:02:00
Oberpullendorf;1392;3710,71361927865;108;2021-01-09T04:02:00
Oberwart;1899;3511,72423995858;109;2021-01-09T04:02:00
Perg;3691;5391,54822594546;411;2021-01-09T04:02:00
Reutte;1027;3143,55677992042;708;2021-01-09T04:02:00
Ried im Innkreis;3741;6112,34559832691;412;2021-01-09T04:02:00
Rohrbach;3906;6910,33897105654;413;2021-01-09T04:02:00
Rust(Stadt);61;3144,32989690722;102;2021-01-09T04:02:00
