Bundesland;Anzahl;GKZ;Timestamp
Wien;11244;9;2020-11-28T14:02:00
Vorarlberg;3110;8;2020-11-28T14:02:00
Tirol;5766;7;2020-11-28T14:02:00
Steiermark;11757;6;2020-11-28T14:02:00
Salzburg;5694;5;2020-11-28T14:02:00
Oberösterreich;9624;4;2020-11-28T14:02:00
Niederösterreich;9467;3;2020-11-28T14:02:00
Kärnten;3726;2;2020-11-28T14:02:00
Burgenland;1558;1;2020-11-28T14:02:00
