Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;889;11;25
Rust(Stadt);102;1980;72;0;1
Eisenstadt-Umgebung;103;43236;2179;23;73
Güssing;104;25699;1712;49;31
Jennersdorf;105;17097;1213;23;28
Mattersburg;106;40042;2111;31;63
Neusiedl am See;107;59990;3022;37;92
Oberpullendorf;108;37384;2135;37;63
Oberwart;109;54192;3389;76;153
Klagenfurt Stadt;201;101300;5701;152;201
Villach Stadt;202;62882;3333;63;103
Hermagor;203;18054;1834;28;23
Klagenfurt Land;204;60014;3714;62;92
Sankt Veit an der Glan;205;54186;3562;96;106
Spittal an der Drau;206;75868;4962;111;239
Villach Land;207;64618;4015;74;127
Völkermarkt;208;41862;3313;58;95
Wolfsberg;209;52607;3229;70;131
Feldkirchen;210;29902;2115;46;77
Krems an der Donau(Stadt);301;25036;1246;27;27
Sankt Pölten(Stadt);302;55514;3350;52;101
Waidhofen an der Ybbs(Stadt);303;11222;816;13;34
Wiener Neustadt(Stadt);304;45823;3622;77;105
Amstetten;305;116520;9040;124;292
Baden;306;146751;9101;113;299
Bruck an der Leitha;307;103735;5428;74;201
Gänserndorf;308;104782;5189;57;194
Gmünd;309;36553;2494;39;77
Hollabrunn;310;51033;2346;50;76
Horn;311;30936;1314;12;52
Korneuburg;312;91254;3999;48;106
Krems(Land);313;56487;2977;38;73
Lilienfeld;314;25655;1448;36;45
Melk;315;78191;5163;93;197
Mistelbach;316;75625;3445;33;110
Mödling;317;119115;5898;107;205
Neunkirchen;318;86343;5497;92;165
Sankt Pölten(Land);319;131729;6977;124;244
Scheibbs;320;41414;3421;34;122
Tulln;321;104593;4962;80;165
Waidhofen an der Thaya;322;25682;1609;14;61
Wiener Neustadt(Land);323;78307;4860;70;166
Zwettl;325;41987;3033;33;113
Linz(Stadt);401;206595;11831;213;388
Steyr(Stadt);402;38056;2120;18;86
Wels(Stadt);403;62470;4806;67;162
Braunau am Inn;404;105553;8004;94;355
Eferding;405;33178;2592;32;67
Freistadt;406;66861;5012;90;119
Gmunden;407;101859;7201;100;260
Grieskirchen;408;64875;4784;68;69
Kirchdorf an der Krems;409;57071;3853;79;105
Linz-Land;410;151371;8950;84;305
Perg;411;68968;5313;67;118
Ried im Innkreis;412;61690;5284;94;193
Rohrbach;413;56545;4894;94;65
Schärding;414;57391;4847;67;163
Steyr-Land;415;60717;3867;65;98
Urfahr-Umgebung;416;86005;5687;71;94
Vöcklabruck;417;137297;10075;148;340
Wels-Land;418;73777;4932;58;142
Salzburg(Stadt);501;155021;10639;128;374
Hallein;502;60824;5960;60;109
Salzburg-Umgebung;503;153492;11413;110;367
Sankt Johann im Pongau;504;81194;8973;110;121
Tamsweg;505;20251;2328;40;39
Zell am See;506;87628;6685;102;156
Graz(Stadt);601;291072;13812;276;344
Deutschlandsberg;603;60867;3387;96;84
Graz-Umgebung;606;156070;7575;235;220
Leibnitz;610;84756;5198;99;160
Leoben;611;59700;3053;106;86
Liezen;612;79652;4943;109;161
Murau;614;27543;1675;25;64
Voitsberg;616;51044;2893;98;133
Weiz;617;90654;5213;139;161
Murtal;620;71698;4224;157;172
Bruck-Mürzzuschlag;621;98697;5576;238;105
Hartberg-Fürstenfeld;622;90606;6476;172;179
Südoststeiermark;623;84036;5340;164;135
Innsbruck-Stadt;701;131961;8378;91;281
Imst;702;60474;4347;36;89
Innsbruck-Land;703;180453;12038;134;340
Kitzbühel;704;64168;4126;41;88
Kufstein;705;110287;8483;132;199
Landeck;706;44386;3368;45;47
Lienz;707;48738;4655;43;219
Reutte;708;32838;1641;5;71
Schwaz;709;84329;8797;129;67
Bludenz;801;64107;3780;45;99
Bregenz;802;134987;8067;98;208
Dornbirn;803;89912;6625;68;145
Feldkirch;804;108133;7117;74;140
Wien;900;1911191;123372;2010;5739
