Bezirk;Anzahl;Anzahl_Inzidenz;GKZ;Timestamp
Amstetten;5194;4473,19014072377;305;2020-12-15T21:02:00
Baden;3863;2642,21664398131;306;2020-12-15T21:02:00
Bludenz;2620;4112,12606334557;801;2020-12-15T21:02:00
Braunau am Inn;3932;3765,99494291625;404;2020-12-15T21:02:00
Bregenz;5662;4213,33055520416;802;2020-12-15T21:02:00
Bruck an der Leitha;2559;2508,57759043231;307;2020-12-15T21:02:00
Bruck-Mürzzuschlag;3286;3319,72844096016;621;2020-12-15T21:02:00
Deutschlandsberg;1472;2420,21670146824;603;2020-12-15T21:02:00
Dornbirn;4563;5124,60551880594;803;2020-12-15T21:02:00
Eferding;1945;5866,20822777175;405;2020-12-15T21:02:00
Eisenstadt(Stadt);424;2896,76846348295;101;2020-12-15T21:02:00
Eisenstadt-Umgebung;1145;2667,31893679968;103;2020-12-15T21:02:00
Feldkirch;4768;4449,46294758256;804;2020-12-15T21:02:00
Feldkirchen;1024;3420,51641781074;210;2020-12-15T21:02:00
Freistadt;3333;5002,92700499842;406;2020-12-15T21:02:00
Gänserndorf;1947;1877,78485041375;308;2020-12-15T21:02:00
Gmünd;1347;3663,0136241264;309;2020-12-15T21:02:00
Gmunden;3971;3907,27238736212;407;2020-12-15T21:02:00
Graz(Stadt);8455;2927,57075684023;601;2020-12-15T21:02:00
Graz-Umgebung;4204;2725,2690263192;606;2020-12-15T21:02:00
Grieskirchen;3525;5446,4547828371;408;2020-12-15T21:02:00
Güssing;820;3178,66418575803;104;2020-12-15T21:02:00
Hallein;3285;5441,08391029251;502;2020-12-15T21:02:00
Hartberg-Fürstenfeld;3236;3570,87682902606;622;2020-12-15T21:02:00
Hermagor;689;3780,72870939421;203;2020-12-15T21:02:00
Hollabrunn;1092;2147,15482323332;310;2020-12-15T21:02:00
Horn;554;1781,92344805404;311;2020-12-15T21:02:00
Imst;2689;4477,48767816704;702;2020-12-15T21:02:00
Innsbruck-Land;8499;4739,62457756611;703;2020-12-15T21:02:00
Innsbruck-Stadt;6189;4684,73241995307;701;2020-12-15T21:02:00
Jennersdorf;564;3304,81659439822;105;2020-12-15T21:02:00
Kirchdorf an der Krems;2060;3622,55126085886;409;2020-12-15T21:02:00
Kitzbühel;2395;3749,15859175655;704;2020-12-15T21:02:00
Klagenfurt Land;1900;3177,25752508361;204;2020-12-15T21:02:00
Klagenfurt Stadt;3537;3508,33688762808;201;2020-12-15T21:02:00
Korneuburg;2180;2398,53007514661;312;2020-12-15T21:02:00
Krems an der Donau(Stadt);838;3368,70879562631;301;2020-12-15T21:02:00
Krems(Land);1785;3153,93314015125;313;2020-12-15T21:02:00
Kufstein;5948;5422,94998267719;705;2020-12-15T21:02:00
Landeck;2333;5259,00545511925;706;2020-12-15T21:02:00
Leibnitz;2721;3298,82158964163;610;2020-12-15T21:02:00
Leoben;1865;3105,22810522811;611;2020-12-15T21:02:00
Lienz;2375;4871,4950874818;707;2020-12-15T21:02:00
Liezen (inkl. Gröbming);2525;3160,16069886485;612;2020-12-15T21:02:00
Lilienfeld;891;3451,88284518828;314;2020-12-15T21:02:00
Linz(Stadt);7927;3853,18336039198;401;2020-12-15T21:02:00
Linz-Land;5967;3970,77319278912;410;2020-12-15T21:02:00
Mattersburg;1075;2692,54852849092;106;2020-12-15T21:02:00
Melk;2750;3527,35948282497;315;2020-12-15T21:02:00
Mistelbach;1413;1871,94467628473;316;2020-12-15T21:02:00
Mödling;3060;2571,47178944184;317;2020-12-15T21:02:00
Murau;895;3235,83643660291;614;2020-12-15T21:02:00
Murtal;2349;3262,31876006889;620;2020-12-15T21:02:00
Neunkirchen;2405;2787,08092385069;318;2020-12-15T21:02:00
Neusiedl am See;1428;2397,90435249866;107;2020-12-15T21:02:00
Oberpullendorf;1250;3332,17817823155;108;2020-12-15T21:02:00
Oberwart;1720;3180,70863229529;109;2020-12-15T21:02:00
Perg;3265;4769,27796199185;411;2020-12-15T21:02:00
Reutte;834;2552,80073461892;708;2020-12-15T21:02:00
Ried im Innkreis;3427;5599,30723482125;412;2020-12-15T21:02:00
Rohrbach;3648;6453,89569032623;413;2020-12-15T21:02:00
