Bezirk;Anzahl;Anzahl_Inzidenz;GKZ;Timestamp
Amstetten;359;309,178910381177;305;2020-09-15T05:00:00
Baden;443;303,00335834422;306;2020-09-15T05:00:00
Bludenz;383;601,123771855479;801;2020-09-15T05:00:00
Braunau am Inn;260;249,023063366792;404;2020-09-15T05:00:00
Bregenz;409;304,353973344843;802;2020-09-15T05:00:00
Bruck an der Leitha;272;266,640525438683;307;2020-09-15T05:00:00
Bruck-Mürzzuschlag;116;117,190657075891;621;2020-09-15T05:00:00
Deutschlandsberg;84;138,110192203351;603;2020-09-15T05:00:00
Dornbirn;329;369,492705607529;803;2020-09-15T05:00:00
Eferding;112;337,79708046809;405;2020-09-15T05:00:00
Eisenstadt(Stadt);41;280,112044817927;101;2020-09-15T05:00:00
Eisenstadt-Umgebung;76;177,044750390197;103;2020-09-15T05:00:00
Feldkirch;342;319,15191444489;804;2020-09-15T05:00:00
Feldkirchen;29;96,8700938637806;210;2020-09-15T05:00:00
Freistadt;229;343,735458789271;406;2020-09-15T05:00:00
Gänserndorf;266;256,543795690836;308;2020-09-15T05:00:00
Gmünd;20;54,3877301280831;309;2020-09-15T05:00:00
Gmunden;212;208,597770365341;407;2020-09-15T05:00:00
Graz(Stadt);1006;348,330713350831;601;2020-09-15T05:00:00
Graz-Umgebung;365;236,613509659017;606;2020-09-15T05:00:00
Grieskirchen;130;200,862162203921;408;2020-09-15T05:00:00
Güssing;40;155,056789549172;104;2020-09-15T05:00:00
Hallein;124;205,386424619869;502;2020-09-15T05:00:00
Hartberg-Fürstenfeld;351;387,323166559996;622;2020-09-15T05:00:00
Hermagor;5;27,4363476733977;203;2020-09-15T05:00:00
Hollabrunn;73;143,536906681348;310;2020-09-15T05:00:00
Horn;104;334,512705049855;311;2020-09-15T05:00:00
Imst;366;609,431197548954;702;2020-09-15T05:00:00
Innsbruck-Land;664;370,291883692658;703;2020-09-15T05:00:00
Innsbruck-Stadt;908;687,306032851412;701;2020-09-15T05:00:00
Jennersdorf;14;82,0344544708778;105;2020-09-15T05:00:00
Kirchdorf an der Krems;121;212,78092357472;409;2020-09-15T05:00:00
Kitzbühel;418;654,341666536216;704;2020-09-15T05:00:00
Klagenfurt Land;73;122,073578595318;204;2020-09-15T05:00:00
Klagenfurt Stadt;176;174,57373260462;201;2020-09-15T05:00:00
Korneuburg;311;342,1756208122;312;2020-09-15T05:00:00
Krems an der Donau(Stadt);65;261,29602830037;301;2020-09-15T05:00:00
Krems(Land);214;378,118594953707;313;2020-09-15T05:00:00
Kufstein;809;737,586841961306;705;2020-09-15T05:00:00
Landeck;1053;2373,65312654975;706;2020-09-15T05:00:00
Leibnitz;217;263,081324863004;610;2020-09-15T05:00:00
Leoben;71;118,215118215118;611;2020-09-15T05:00:00
Lienz;165;338,440711340841;707;2020-09-15T05:00:00
Liezen (inkl. Gröbming);138;172,713733244891;612;2020-09-15T05:00:00
Lilienfeld;82;317,681698434837;314;2020-09-15T05:00:00
Linz(Stadt);1054;512,331936653607;401;2020-09-15T05:00:00
Linz-Land;776;516,393497168487;410;2020-09-15T05:00:00
Mattersburg;117;293,049467752035;106;2020-09-15T05:00:00
Melk;224;287,319463328288;315;2020-09-15T05:00:00
Mistelbach;215;284,832346356133;316;2020-09-15T05:00:00
Mödling;401;336,980453452999;317;2020-09-15T05:00:00
Murau;18;65,0782747026284;614;2020-09-15T05:00:00
Murtal;95;131,937114604744;620;2020-09-15T05:00:00
Neunkirchen;332;384,744643126166;318;2020-09-15T05:00:00
Neusiedl am See;99;166,241268135411;107;2020-09-15T05:00:00
Oberpullendorf;39;103,963959160824;108;2020-09-15T05:00:00
Oberwart;175;323,618610843997;109;2020-09-15T05:00:00
Perg;410;598,898610847369;411;2020-09-15T05:00:00
Reutte;103;315,273951637588;708;2020-09-15T05:00:00
Ried im Innkreis;118;192,797856349258;412;2020-09-15T05:00:00
Rohrbach;217;383,907720614252;413;2020-09-15T05:00:00
Rust(Stadt);3;154,639175257732;102;2020-09-15T05:00:00
Salzburg(Stadt);392;254,197171408006;501;2020-09-15T05:00:00
Salzburg-Umgebung;379;248,882001037556;503;2020-09-15T05:00:00
Sankt Johann im Pongau;503;624,278604495302;504;2020-09-15T05:00:00
Sankt Pölten(Land);398;303,714782821037;319;2020-09-15T05:00:00
Sankt Pölten(Stadt);161;292,493278104789;302;2020-09-15T05:00:00
Sankt Veit an der Glan;62;113,646778480433;205;2020-09-15T05:00:00
Schärding;86;150,068927007172;414;2020-09-15T05:00:00
Scheibbs;112;270,511798661933;320;2020-09-15T05:00:00
Schwaz;518;617,600419682138;709;2020-09-15T05:00:00
Spittal an der Drau;69;90,6808952438527;206;2020-09-15T05:00:00
Steyr(Stadt);144;377,032440499568;402;2020-09-15T05:00:00
Steyr-Land;258;426,961457626558;415;2020-09-15T05:00:00
Südoststeiermark;85;98,8981581672426;623;2020-09-15T05:00:00
Tamsweg;30;147,637795275591;505;2020-09-15T05:00:00
Tulln;285;274,643204748918;321;2020-09-15T05:00:00
Urfahr-Umgebung;385;450,266066311912;416;2020-09-15T05:00:00
Villach Land;84;129,894228984969;207;2020-09-15T05:00:00
Villach Stadt;69;110,855839210835;202;2020-09-15T05:00:00
Vöcklabruck;315;231,187570181941;417;2020-09-15T05:00:00
Voitsberg;119;232,599050057661;616;2020-09-15T05:00:00
Völkermarkt;70;167,152204021204;208;2020-09-15T05:00:00
Waidhofen an der Thaya;83;320,611866501854;322;2020-09-15T05:00:00
Waidhofen an der Ybbs(Stadt);28;248,645768581831;303;2020-09-15T05:00:00
Weiz;248;274,509369846031;617;2020-09-15T05:00:00
Wels(Stadt);301;487,631020461062;403;2020-09-15T05:00:00
Wels-Land;223;305,086600815388;418;2020-09-15T05:00:00
Wien(Stadt);11366;599,001523590889;900;2020-09-15T05:00:00
Wiener Neustadt(Land);205;262,850841763793;323;2020-09-15T05:00:00
Wiener Neustadt(Stadt);173;382,092453121894;304;2020-09-15T05:00:00
Wolfsberg;77;146,038007813982;209;2020-09-15T05:00:00
Zell am See;425;485,925316137294;506;2020-09-15T05:00:00
Zwettl;112;265,264554023969;325;2020-09-15T05:00:00
