Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;976;13;1;2020-10-19T17:02:00
Kärnten;1088;13;2;2020-10-19T17:02:00
Niederösterreich;8046;133;3;2020-10-19T17:02:00
Oberösterreich;7720;76;4;2020-10-19T17:02:00
Salzburg;2540;46;5;2020-10-19T17:02:00
Steiermark;3628;173;6;2020-10-19T17:02:00
Tirol;6950;106;7;2020-10-19T17:02:00
Vorarlberg;2053;28;8;2020-10-19T17:02:00
Wien;17358;292;9;2020-10-19T17:02:00
