Bundesland;Anzahl;GKZ;Timestamp
Wien;1723;9;2020-09-02T00:00:00
Vorarlberg;73;8;2020-09-02T00:00:00
Tirol;369;7;2020-09-02T00:00:00
Steiermark;238;6;2020-09-02T00:00:00
Salzburg;167;5;2020-09-02T00:00:00
Oberösterreich;373;4;2020-09-02T00:00:00
Niederösterreich;319;3;2020-09-02T00:00:00
Kärnten;36;2;2020-09-02T00:00:00
Burgenland;45;1;2020-09-02T00:00:00
