time;Todesfälle;Timestamp
26.02.2020;0;2020-04-21T09:00:00
27.02.2020;0;2020-04-21T09:00:00
28.02.2020;0;2020-04-21T09:00:00
29.02.2020;0;2020-04-21T09:00:00
01.03.2020;0;2020-04-21T09:00:00
02.03.2020;0;2020-04-21T09:00:00
03.03.2020;0;2020-04-21T09:00:00
04.03.2020;0;2020-04-21T09:00:00
05.03.2020;0;2020-04-21T09:00:00
06.03.2020;0;2020-04-21T09:00:00
07.03.2020;0;2020-04-21T09:00:00
08.03.2020;0;2020-04-21T09:00:00
09.03.2020;0;2020-04-21T09:00:00
10.03.2020;0;2020-04-21T09:00:00
11.03.2020;0;2020-04-21T09:00:00
12.03.2020;1;2020-04-21T09:00:00
13.03.2020;1;2020-04-21T09:00:00
14.03.2020;1;2020-04-21T09:00:00
15.03.2020;3;2020-04-21T09:00:00
16.03.2020;5;2020-04-21T09:00:00
17.03.2020;6;2020-04-21T09:00:00
18.03.2020;9;2020-04-21T09:00:00
19.03.2020;12;2020-04-21T09:00:00
20.03.2020;17;2020-04-21T09:00:00
21.03.2020;19;2020-04-21T09:00:00
22.03.2020;26;2020-04-21T09:00:00
23.03.2020;36;2020-04-21T09:00:00
24.03.2020;45;2020-04-21T09:00:00
25.03.2020;54;2020-04-21T09:00:00
26.03.2020;66;2020-04-21T09:00:00
27.03.2020;81;2020-04-21T09:00:00
28.03.2020;96;2020-04-21T09:00:00
29.03.2020;108;2020-04-21T09:00:00
30.03.2020;126;2020-04-21T09:00:00
31.03.2020;141;2020-04-21T09:00:00
01.04.2020;152;2020-04-21T09:00:00
02.04.2020;167;2020-04-21T09:00:00
03.04.2020;182;2020-04-21T09:00:00
04.04.2020;199;2020-04-21T09:00:00
05.04.2020;220;2020-04-21T09:00:00
06.04.2020;237;2020-04-21T09:00:00
07.04.2020;264;2020-04-21T09:00:00
08.04.2020;280;2020-04-21T09:00:00
09.04.2020;296;2020-04-21T09:00:00
10.04.2020;311;2020-04-21T09:00:00
11.04.2020;324;2020-04-21T09:00:00
12.04.2020;334;2020-04-21T09:00:00
13.04.2020;355;2020-04-21T09:00:00
14.04.2020;366;2020-04-21T09:00:00
15.04.2020;377;2020-04-21T09:00:00
16.04.2020;393;2020-04-21T09:00:00
17.04.2020;402;2020-04-21T09:00:00
18.04.2020;416;2020-04-21T09:00:00
19.04.2020;430;2020-04-21T09:00:00
20.04.2020;434;2020-04-21T09:00:00
21.04.2020;434;2020-04-21T09:00:00
