Bundesland;Anzahl;GKZ;Timestamp
Wien;11404;9;2020-11-10T19:02:00
Vorarlberg;3450;8;2020-11-10T19:02:00
Tirol;7068;7;2020-11-10T19:02:00
Steiermark;9409;6;2020-11-10T19:02:00
Salzburg;5150;5;2020-11-10T19:02:00
Oberösterreich;12749;4;2020-11-10T19:02:00
Niederösterreich;9170;3;2020-11-10T19:02:00
Kärnten;2340;2;2020-11-10T19:02:00
Burgenland;1925;1;2020-11-10T19:02:00
