Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;590;10;16
Rust(Stadt);102;1980;68;0;0
Eisenstadt-Umgebung;103;43236;1480;21;46
Güssing;104;25699;1266;38;31
Jennersdorf;105;17097;878;19;52
Mattersburg;106;40042;1457;24;28
Neusiedl am See;107;59990;2121;30;68
Oberpullendorf;108;37384;1573;24;16
Oberwart;109;54192;2175;55;53
Klagenfurt Stadt;201;101300;4509;142;107
Villach Stadt;202;62882;2472;58;57
Hermagor;203;18054;1356;17;91
Klagenfurt Land;204;60014;2959;56;74
Sankt Veit an der Glan;205;54186;2881;91;49
Spittal an der Drau;206;75868;3463;91;177
Villach Land;207;64618;2983;65;95
Völkermarkt;208;41862;2703;54;68
Wolfsberg;209;52607;2649;65;32
Feldkirchen;210;29902;1633;42;30
Krems an der Donau(Stadt);301;25036;977;23;13
Sankt Pölten(Stadt);302;55514;2467;44;36
Waidhofen an der Ybbs(Stadt);303;11222;627;10;8
Wiener Neustadt(Stadt);304;45823;2206;61;110
Amstetten;305;116520;7323;121;104
Baden;306;146751;5786;88;198
Bruck an der Leitha;307;103735;3493;65;114
Gänserndorf;308;104782;3319;49;135
Gmünd;309;36553;1756;34;38
Hollabrunn;310;51033;1529;32;119
Horn;311;30936;810;11;36
Korneuburg;312;91254;2757;40;80
Krems(Land);313;56487;2381;30;45
Lilienfeld;314;25655;1068;30;9
Melk;315;78191;3663;80;76
Mistelbach;316;75625;2175;30;131
Mödling;317;119115;4009;96;87
Neunkirchen;318;86343;3538;76;115
Sankt Pölten(Land);319;131729;4971;96;109
Scheibbs;320;41414;2515;32;57
Tulln;321;104593;3712;66;84
Waidhofen an der Thaya;322;25682;1026;14;41
Wiener Neustadt(Land);323;78307;2879;55;125
Zwettl;325;41987;2306;25;71
Linz(Stadt);401;206595;9584;205;92
Steyr(Stadt);402;38056;1700;18;14
Wels(Stadt);403;62470;3647;58;116
Braunau am Inn;404;105553;5529;67;197
Eferding;405;33178;2218;29;20
Freistadt;406;66861;4109;83;60
Gmunden;407;101859;5708;93;118
Grieskirchen;408;64875;4245;67;43
Kirchdorf an der Krems;409;57071;2849;73;36
Linz-Land;410;151371;7163;79;88
Perg;411;68968;4146;60;78
Ried im Innkreis;412;61690;4193;87;33
Rohrbach;413;56545;4333;91;73
Schärding;414;57391;4099;61;64
Steyr-Land;415;60717;3320;62;30
Urfahr-Umgebung;416;86005;4965;69;38
Vöcklabruck;417;137297;7683;133;128
Wels-Land;418;73777;3630;48;88
Salzburg(Stadt);501;155021;8193;112;191
Hallein;502;60824;4969;55;93
Salzburg-Umgebung;503;153492;8842;94;172
Sankt Johann im Pongau;504;81194;6864;93;182
Tamsweg;505;20251;1997;36;29
Zell am See;506;87628;5364;94;69
Graz(Stadt);601;291072;10647;243;306
Deutschlandsberg;603;60867;2558;85;64
Graz-Umgebung;606;156070;5814;219;157
Leibnitz;610;84756;3693;86;63
Leoben;611;59700;2365;89;54
Liezen;612;79652;3888;95;49
Murau;614;27543;1290;19;31
Voitsberg;616;51044;2226;89;25
Weiz;617;90654;3505;121;165
Murtal;620;71698;3373;143;56
Bruck-Mürzzuschlag;621;98697;4453;205;149
Hartberg-Fürstenfeld;622;90606;4637;156;234
Südoststeiermark;623;84036;4025;139;119
Innsbruck-Stadt;701;131961;6942;86;58
Imst;702;60474;3359;32;34
Innsbruck-Land;703;180453;9977;124;58
Kitzbühel;704;64168;3409;37;68
Kufstein;705;110287;7089;127;115
Landeck;706;44386;2916;42;37
Lienz;707;48738;3390;41;77
Reutte;708;32838;1318;4;49
Schwaz;709;84329;7674;117;91
Bludenz;801;64107;3344;44;47
Bregenz;802;134987;7137;92;57
Dornbirn;803;89912;5949;62;72
Feldkirch;804;108133;6262;70;109
Wien;900;1911191;85592;1626;2241
