Altersgruppe;Anzahl_demografisch;Timestamp
<5;0;2020-04-17T11:36:51
5-14;0;2020-04-17T11:36:51
15-24;0;2020-04-17T11:36:51
25-34;0;2020-04-17T11:36:51
35-44;0;2020-04-17T11:36:51
45-54;0;2020-04-17T11:36:51
55-64;1;2020-04-17T11:36:51
65-74;8;2020-04-17T11:36:51
75-84;23;2020-04-17T11:36:51
>84;62;2020-04-17T11:36:51
