Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;660;9;24
Rust(Stadt);102;1980;70;0;2
Eisenstadt-Umgebung;103;43236;1662;23;58
Güssing;104;25699;1406;44;58
Jennersdorf;105;17097;1027;20;60
Mattersburg;106;40042;1638;24;67
Neusiedl am See;107;59990;2395;31;87
Oberpullendorf;108;37384;1685;24;48
Oberwart;109;54192;2470;61;142
Klagenfurt Stadt;201;101300;4980;148;163
Villach Stadt;202;62882;2755;59;111
Hermagor;203;18054;1698;23;101
Klagenfurt Land;204;60014;3232;59;115
Sankt Veit an der Glan;205;54186;3138;93;97
Spittal an der Drau;206;75868;3922;101;149
Villach Land;207;64618;3327;68;149
Völkermarkt;208;41862;2934;54;84
Wolfsberg;209;52607;2802;65;62
Feldkirchen;210;29902;1762;42;43
Krems an der Donau(Stadt);301;25036;1035;25;32
Sankt Pölten(Stadt);302;55514;2749;45;116
Waidhofen an der Ybbs(Stadt);303;11222;680;10;19
Wiener Neustadt(Stadt);304;45823;2826;62;242
Amstetten;305;116520;7603;122;93
Baden;306;146751;6964;96;426
Bruck an der Leitha;307;103735;4155;70;261
Gänserndorf;308;104782;4082;53;274
Gmünd;309;36553;2014;35;99
Hollabrunn;310;51033;1864;43;88
Horn;311;30936;975;12;66
Korneuburg;312;91254;3138;42;145
Krems(Land);313;56487;2541;32;61
Lilienfeld;314;25655;1187;31;37
Melk;315;78191;4029;82;81
Mistelbach;316;75625;2760;32;199
Mödling;317;119115;4611;101;224
Neunkirchen;318;86343;4143;80;236
Sankt Pölten(Land);319;131729;5560;104;242
Scheibbs;320;41414;2697;32;64
Tulln;321;104593;4104;70;128
Waidhofen an der Thaya;322;25682;1276;14;83
Wiener Neustadt(Land);323;78307;3566;60;273
Zwettl;325;41987;2566;30;92
Linz(Stadt);401;206595;10230;207;190
Steyr(Stadt);402;38056;1802;18;53
Wels(Stadt);403;62470;4042;60;139
Braunau am Inn;404;105553;6349;69;327
Eferding;405;33178;2308;29;45
Freistadt;406;66861;4267;84;68
Gmunden;407;101859;6106;94;171
Grieskirchen;408;64875;4403;68;47
Kirchdorf an der Krems;409;57071;3082;74;127
Linz-Land;410;151371;7670;81;159
Perg;411;68968;4506;64;193
Ried im Innkreis;412;61690;4520;89;129
Rohrbach;413;56545;4571;92;91
Schärding;414;57391;4402;62;86
Steyr-Land;415;60717;3482;62;42
Urfahr-Umgebung;416;86005;5211;69;103
Vöcklabruck;417;137297;8255;138;246
Wels-Land;418;73777;4024;51;174
Salzburg(Stadt);501;155021;8941;118;293
Hallein;502;60824;5247;58;121
Salzburg-Umgebung;503;153492;9605;99;338
Sankt Johann im Pongau;504;81194;7781;97;374
Tamsweg;505;20251;2088;38;49
Zell am See;506;87628;5731;98;143
Graz(Stadt);601;291072;11869;263;390
Deutschlandsberg;603;60867;2840;89;90
Graz-Umgebung;606;156070;6429;223;167
Leibnitz;610;84756;4238;93;186
Leoben;611;59700;2591;91;76
Liezen;612;79652;4204;97;128
Murau;614;27543;1379;20;29
Voitsberg;616;51044;2350;89;57
Weiz;617;90654;4220;130;293
Murtal;620;71698;3593;148;80
Bruck-Mürzzuschlag;621;98697;4920;224;166
Hartberg-Fürstenfeld;622;90606;5396;161;234
Südoststeiermark;623;84036;4555;156;174
Innsbruck-Stadt;701;131961;7154;88;74
Imst;702;60474;3649;33;111
Innsbruck-Land;703;180453;10312;132;126
Kitzbühel;704;64168;3637;38;86
Kufstein;705;110287;7433;129;119
Landeck;706;44386;3044;42;48
Lienz;707;48738;3794;42;193
Reutte;708;32838;1403;4;8
Schwaz;709;84329;8111;125;100
Bludenz;801;64107;3510;45;51
Bregenz;802;134987;7335;95;76
Dornbirn;803;89912;6146;66;62
Feldkirch;804;108133;6544;71;102
Wien;900;1911191;96242;1740;4239
