Bundesland;Anzahl;GKZ;Timestamp
Wien;3691;9;2021-01-17T19:02:00
Vorarlberg;880;8;2021-01-17T19:02:00
Tirol;1221;7;2021-01-17T19:02:00
Steiermark;2509;6;2021-01-17T19:02:00
Salzburg;1782;5;2021-01-17T19:02:00
Oberösterreich;2045;4;2021-01-17T19:02:00
Niederösterreich;3699;3;2021-01-17T19:02:00
Kärnten;1113;2;2021-01-17T19:02:00
Burgenland;538;1;2021-01-17T19:02:00
