Bundesland;Anzahl;GKZ;Timestamp
Wien;4450;9;2020-10-01T03:00:00
Vorarlberg;425;8;2020-10-01T03:00:00
Tirol;497;7;2020-10-01T03:00:00
Steiermark;520;6;2020-10-01T03:00:00
Salzburg;268;5;2020-10-01T03:00:00
Oberösterreich;724;4;2020-10-01T03:00:00
Niederösterreich;1172;3;2020-10-01T03:00:00
Kärnten;147;2;2020-10-01T03:00:00
Burgenland;167;1;2020-10-01T03:00:00
