Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;418;3;48
Rust(Stadt);102;1980;50;0;2
Eisenstadt-Umgebung;103;43236;1057;10;73
Güssing;104;25699;776;7;69
Jennersdorf;105;17097;549;12;50
Mattersburg;106;40042;1040;14;127
Neusiedl am See;107;59990;1328;18;81
Oberpullendorf;108;37384;1202;13;76
Oberwart;109;54192;1635;44;91
Klagenfurt Stadt;201;101300;3100;77;264
Villach Stadt;202;62882;1538;21;122
Hermagor;203;18054;585;3;79
Klagenfurt Land;204;60014;1762;5;160
Sankt Veit an der Glan;205;54186;1958;15;222
Spittal an der Drau;206;75868;1467;20;141
Villach Land;207;64618;1741;15;226
Völkermarkt;208;41862;1771;9;170
Wolfsberg;209;52607;1866;28;241
Feldkirchen;210;29902;914;13;98
Krems an der Donau(Stadt);301;25036;789;23;38
Sankt Pölten(Stadt);302;55514;1878;19;191
Waidhofen an der Ybbs(Stadt);303;11222;377;4;43
Wiener Neustadt(Stadt);304;45823;1391;27;98
Amstetten;305;116520;4675;66;471
Baden;306;146751;3516;30;296
Bruck an der Leitha;307;103735;2334;25;212
Gänserndorf;308;104782;1780;22;122
Gmünd;309;36553;1207;27;121
Hollabrunn;310;51033;1037;18;35
Horn;311;30936;507;7;35
Korneuburg;312;91254;2007;15;97
Krems(Land);313;56487;1726;19;94
Lilienfeld;314;25655;800;14;81
Melk;315;78191;2503;38;264
Mistelbach;316;75625;1303;24;52
Mödling;317;119115;2756;40;185
Neunkirchen;318;86343;2168;31;247
Sankt Pölten(Land);319;131729;3612;54;292
Scheibbs;320;41414;1735;13;159
Tulln;321;104593;2486;29;130
Waidhofen an der Thaya;322;25682;735;10;50
Wiener Neustadt(Land);323;78307;1758;25;141
Zwettl;325;41987;1345;9;126
Linz(Stadt);401;206595;7560;101;569
Steyr(Stadt);402;38056;1342;11;80
Wels(Stadt);403;62470;2716;26;207
Braunau am Inn;404;105553;3567;30;395
Eferding;405;33178;1848;22;101
Freistadt;406;66861;3122;48;161
Gmunden;407;101859;3521;36;244
Grieskirchen;408;64875;3291;33;180
Kirchdorf an der Krems;409;57071;1871;28;158
Linz-Land;410;151371;5568;56;413
Perg;411;68968;3099;31;185
Ried im Innkreis;412;61690;3197;50;202
Rohrbach;413;56545;3478;66;115
Schärding;414;57391;2914;24;249
Steyr-Land;415;60717;2562;42;142
Urfahr-Umgebung;416;86005;4241;45;234
Vöcklabruck;417;137297;5363;53;355
Wels-Land;418;73777;2568;25;157
Salzburg(Stadt);501;155021;5132;38;389
Hallein;502;60824;2911;23;213
Salzburg-Umgebung;503;153492;5857;38;424
Sankt Johann im Pongau;504;81194;4492;60;339
Tamsweg;505;20251;1156;16;198
Zell am See;506;87628;3500;44;298
Graz(Stadt);601;291072;7589;72;617
Deutschlandsberg;603;60867;1245;16;117
Graz-Umgebung;606;156070;3856;101;423
Leibnitz;610;84756;2525;48;259
Leoben;611;59700;1699;50;134
Liezen;612;79652;2372;35;192
Murau;614;27543;796;6;169
Voitsberg;616;51044;1691;48;126
Weiz;617;90654;2303;50;248
Murtal;620;71698;2117;37;297
Bruck-Mürzzuschlag;621;98697;3001;78;349
Hartberg-Fürstenfeld;622;90606;2980;89;301
Südoststeiermark;623;84036;2593;36;267
Innsbruck-Stadt;701;131961;5751;61;245
Imst;702;60474;2498;17;178
Innsbruck-Land;703;180453;7689;73;495
Kitzbühel;704;64168;2289;22;169
Kufstein;705;110287;5607;86;313
Landeck;706;44386;2154;26;119
Lienz;707;48738;2126;23;307
Reutte;708;32838;795;3;55
Schwaz;709;84329;6209;81;343
Bludenz;801;64107;2478;27;197
Bregenz;802;134987;5349;58;325
Dornbirn;803;89912;4344;33;237
Feldkirch;804;108133;4491;38;357
Wien;900;1911191;62965;764;3606
