Bundesland;Anzahl;GKZ;Timestamp
Wien;497;9;2020-04-22T19:00:00
Vorarlberg;126;8;2020-04-22T19:00:00
Tirol;478;7;2020-04-22T19:00:00
Steiermark;656;6;2020-04-22T19:00:00
Salzburg;238;5;2020-04-22T19:00:00
Oberösterreich;224;4;2020-04-22T19:00:00
Niederösterreich;728;3;2020-04-22T19:00:00
Kärnten;59;2;2020-04-22T19:00:00
Burgenland;81;1;2020-04-22T19:00:00
