Bundesland;Anzahl;GKZ;Timestamp
Wien;1307;9;2020-08-22T03:00:00
Vorarlberg;65;8;2020-08-22T03:00:00
Tirol;285;7;2020-08-22T03:00:00
Steiermark;144;6;2020-08-22T03:00:00
Salzburg;150;5;2020-08-22T03:00:00
Oberösterreich;431;4;2020-08-22T03:00:00
Niederösterreich;267;3;2020-08-22T03:00:00
Kärnten;96;2;2020-08-22T03:00:00
Burgenland;27;1;2020-08-22T03:00:00
