Altersgruppe;Anzahl;Timestamp
<5;0;2020-10-13T14:02:02
5-14;0;2020-10-13T14:02:02
15-24;0;2020-10-13T14:02:02
25-34;2;2020-10-13T14:02:02
35-44;3;2020-10-13T14:02:02
45-54;17;2020-10-13T14:02:02
55-64;31;2020-10-13T14:02:02
65-74;144;2020-10-13T14:02:02
75-84;299;2020-10-13T14:02:02
>84;346;2020-10-13T14:02:02
