Bundesland;Anzahl;GKZ;Timestamp
Wien;4270;9;2020-12-31T06:02:00
Vorarlberg;1171;8;2020-12-31T06:02:00
Tirol;1732;7;2020-12-31T06:02:00
Steiermark;3432;6;2020-12-31T06:02:00
Salzburg;2029;5;2020-12-31T06:02:00
Oberösterreich;2659;4;2020-12-31T06:02:00
Niederösterreich;3752;3;2020-12-31T06:02:00
Kärnten;1153;2;2020-12-31T06:02:00
Burgenland;565;1;2020-12-31T06:02:00
