Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;955;11;7
Rust(Stadt);102;1980;75;0;0
Eisenstadt-Umgebung;103;43236;2336;25;15
Güssing;104;25699;1834;55;14
Jennersdorf;105;17097;1301;26;5
Mattersburg;106;40042;2263;32;28
Neusiedl am See;107;59990;3250;40;31
Oberpullendorf;108;37384;2235;42;13
Oberwart;109;54192;3637;87;27
Klagenfurt Stadt;201;101300;6119;158;69
Villach Stadt;202;62882;3836;68;96
Hermagor;203;18054;1873;29;9
Klagenfurt Land;204;60014;4129;65;45
Sankt Veit an der Glan;205;54186;3887;97;33
Spittal an der Drau;206;75868;5704;123;103
Villach Land;207;64618;4391;82;60
Völkermarkt;208;41862;3638;62;45
Wolfsberg;209;52607;3414;73;22
Feldkirchen;210;29902;2368;52;46
Krems an der Donau(Stadt);301;25036;1363;30;17
Sankt Pölten(Stadt);302;55514;3758;55;75
Waidhofen an der Ybbs(Stadt);303;11222;892;14;11
Wiener Neustadt(Stadt);304;45823;3860;86;49
Amstetten;305;116520;9811;129;92
Baden;306;146751;9747;124;67
Bruck an der Leitha;307;103735;5987;88;58
Gänserndorf;308;104782;5722;65;65
Gmünd;309;36553;2672;43;15
Hollabrunn;310;51033;2571;52;30
Horn;311;30936;1507;26;21
Korneuburg;312;91254;4274;51;57
Krems(Land);313;56487;3254;41;56
Lilienfeld;314;25655;1616;43;41
Melk;315;78191;5680;101;41
Mistelbach;316;75625;3698;34;31
Mödling;317;119115;6313;114;43
Neunkirchen;318;86343;5885;97;40
Sankt Pölten(Land);319;131729;7677;135;136
Scheibbs;320;41414;3735;42;21
Tulln;321;104593;5304;82;37
Waidhofen an der Thaya;322;25682;1673;14;3
Wiener Neustadt(Land);323;78307;5174;93;41
Zwettl;325;41987;3294;38;23
Linz(Stadt);401;206595;13395;219;227
Steyr(Stadt);402;38056;2363;19;40
Wels(Stadt);403;62470;5457;70;102
Braunau am Inn;404;105553;8965;108;119
Eferding;405;33178;2745;33;18
Freistadt;406;66861;5426;93;61
Gmunden;407;101859;7679;108;70
Grieskirchen;408;64875;5155;69;44
Kirchdorf an der Krems;409;57071;4142;81;68
Linz-Land;410;151371;9995;86;174
Perg;411;68968;5743;72;68
Ried im Innkreis;412;61690;5819;98;41
Rohrbach;413;56545;5079;96;23
Schärding;414;57391;5302;69;40
Steyr-Land;415;60717;4187;69;57
Urfahr-Umgebung;416;86005;6017;73;38
Vöcklabruck;417;137297;11350;157;134
Wels-Land;418;73777;5535;61;79
Salzburg(Stadt);501;155021;11537;137;104
Hallein;502;60824;6582;64;101
Salzburg-Umgebung;503;153492;12285;120;75
Sankt Johann im Pongau;504;81194;9492;115;72
Tamsweg;505;20251;2470;40;18
Zell am See;506;87628;7212;105;51
Graz(Stadt);601;291072;15843;302;333
Deutschlandsberg;603;60867;3973;108;106
Graz-Umgebung;606;156070;8558;246;192
Leibnitz;610;84756;5799;110;79
Leoben;611;59700;3306;110;43
Liezen;612;79652;5382;112;66
Murau;614;27543;1938;29;55
Voitsberg;616;51044;3332;116;69
Weiz;617;90654;6018;144;158
Murtal;620;71698;4909;165;143
Bruck-Mürzzuschlag;621;98697;5958;245;67
Hartberg-Fürstenfeld;622;90606;7201;181;106
Südoststeiermark;623;84036;5911;169;81
Innsbruck-Stadt;701;131961;9460;95;138
Imst;702;60474;4996;37;155
Innsbruck-Land;703;180453;13407;136;177
Kitzbühel;704;64168;4386;42;28
Kufstein;705;110287;9333;138;71
Landeck;706;44386;3585;47;52
Lienz;707;48738;5243;46;54
Reutte;708;32838;1979;6;27
Schwaz;709;84329;8984;131;13
Bludenz;801;64107;4078;46;58
Bregenz;802;134987;9407;103;218
Dornbirn;803;89912;7430;74;169
Feldkirch;804;108133;8039;76;161
Wien;900;1911191;134794;2270;1548
