Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;942;11;10
Rust(Stadt);102;1980;75;0;1
Eisenstadt-Umgebung;103;43236;2325;25;31
Güssing;104;25699;1824;55;26
Jennersdorf;105;17097;1298;25;24
Mattersburg;106;40042;2252;32;30
Neusiedl am See;107;59990;3224;39;31
Oberpullendorf;108;37384;2235;42;14
Oberwart;109;54192;3622;87;43
Klagenfurt Stadt;201;101300;6084;157;119
Villach Stadt;202;62882;3758;68;111
Hermagor;203;18054;1865;28;5
Klagenfurt Land;204;60014;4092;65;73
Sankt Veit an der Glan;205;54186;3862;97;53
Spittal an der Drau;206;75868;5625;120;179
Villach Land;207;64618;4339;80;59
Völkermarkt;208;41862;3588;61;52
Wolfsberg;209;52607;3396;73;31
Feldkirchen;210;29902;2336;52;59
Krems an der Donau(Stadt);301;25036;1347;29;18
Sankt Pölten(Stadt);302;55514;3691;55;84
Waidhofen an der Ybbs(Stadt);303;11222;884;14;12
Wiener Neustadt(Stadt);304;45823;3816;86;35
Amstetten;305;116520;9733;129;136
Baden;306;146751;9699;123;101
Bruck an der Leitha;307;103735;5944;85;74
Gänserndorf;308;104782;5662;64;67
Gmünd;309;36553;2659;43;22
Hollabrunn;310;51033;2542;52;39
Horn;311;30936;1489;26;35
Korneuburg;312;91254;4224;49;55
Krems(Land);313;56487;3202;40;56
Lilienfeld;314;25655;1581;41;47
Melk;315;78191;5649;101;79
Mistelbach;316;75625;3674;34;52
Mödling;317;119115;6281;114;51
Neunkirchen;318;86343;5851;97;66
Sankt Pölten(Land);319;131729;7554;133;130
Scheibbs;320;41414;3717;42;47
Tulln;321;104593;5269;82;43
Waidhofen an der Thaya;322;25682;1670;14;5
Wiener Neustadt(Land);323;78307;5138;92;43
Zwettl;325;41987;3276;38;29
Linz(Stadt);401;206595;13216;216;308
Steyr(Stadt);402;38056;2332;18;70
Wels(Stadt);403;62470;5387;69;134
Braunau am Inn;404;105553;8874;105;182
Eferding;405;33178;2730;33;26
Freistadt;406;66861;5376;93;89
Gmunden;407;101859;7622;106;106
Grieskirchen;408;64875;5125;68;94
Kirchdorf an der Krems;409;57071;4087;81;75
Linz-Land;410;151371;9863;86;234
Perg;411;68968;5694;71;91
Ried im Innkreis;412;61690;5782;98;78
Rohrbach;413;56545;5063;96;42
Schärding;414;57391;5272;69;59
Steyr-Land;415;60717;4139;68;69
Urfahr-Umgebung;416;86005;5988;73;62
Vöcklabruck;417;137297;11230;156;226
Wels-Land;418;73777;5472;61;140
Salzburg(Stadt);501;155021;11454;135;164
Hallein;502;60824;6509;64;143
Salzburg-Umgebung;503;153492;12230;120;133
Sankt Johann im Pongau;504;81194;9424;115;103
Tamsweg;505;20251;2457;40;25
Zell am See;506;87628;7172;105;71
Graz(Stadt);601;291072;15577;295;395
Deutschlandsberg;603;60867;3891;107;129
Graz-Umgebung;606;156070;8401;244;192
Leibnitz;610;84756;5736;110;138
Leoben;611;59700;3269;110;40
Liezen;612;79652;5325;112;80
Murau;614;27543;1898;29;64
Voitsberg;616;51044;3279;111;89
Weiz;617;90654;5895;143;220
Murtal;620;71698;4800;165;198
Bruck-Mürzzuschlag;621;98697;5902;245;74
Hartberg-Fürstenfeld;622;90606;7127;181;187
Südoststeiermark;623;84036;5846;169;142
Innsbruck-Stadt;701;131961;9320;95;216
Imst;702;60474;4851;37;137
Innsbruck-Land;703;180453;13239;136;239
Kitzbühel;704;64168;4358;42;41
Kufstein;705;110287;9286;137;165
Landeck;706;44386;3537;47;41
Lienz;707;48738;5196;46;81
Reutte;708;32838;1953;6;59
Schwaz;709;84329;8973;131;35
Bludenz;801;64107;4027;46;66
Bregenz;802;134987;9230;102;318
Dornbirn;803;89912;7292;71;185
Feldkirch;804;108133;7900;76;220
Wien;900;1911191;133533;2234;2287
