Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;9518;165;1;2021-01-12T17:02:00
Kärnten;21106;527;2;2021-01-12T17:02:00
Niederösterreich;54026;937;3;2021-01-12T17:02:00
Oberösterreich;71488;1151;4;2021-01-12T17:02:00
Salzburg;28063;380;5;2021-01-12T17:02:00
Steiermark;40834;1149;6;2021-01-12T17:02:00
Tirol;40696;499;7;2021-01-12T17:02:00
Vorarlberg;19958;221;8;2021-01-12T17:02:00
Wien;71873;1203;9;2021-01-12T17:02:00
