Bundesland;Anzahl;GKZ;Timestamp
Wien;7568;9;2020-10-28T16:02:00
Vorarlberg;1708;8;2020-10-28T16:02:00
Tirol;3205;7;2020-10-28T16:02:00
Steiermark;2952;6;2020-10-28T16:02:00
Salzburg;1873;5;2020-10-28T16:02:00
Oberösterreich;4763;4;2020-10-28T16:02:00
Niederösterreich;3396;3;2020-10-28T16:02:00
Kärnten;663;2;2020-10-28T16:02:00
Burgenland;657;1;2020-10-28T16:02:00
