time;tägliche Erkrankungen;Timestamp
25.02.2020;2;2020-10-28T16:02:00
26.02.2020;0;2020-10-28T16:02:00
27.02.2020;2;2020-10-28T16:02:00
28.02.2020;1;2020-10-28T16:02:00
29.02.2020;0;2020-10-28T16:02:00
01.03.2020;0;2020-10-28T16:02:00
02.03.2020;4;2020-10-28T16:02:00
03.03.2020;0;2020-10-28T16:02:00
04.03.2020;1;2020-10-28T16:02:00
05.03.2020;2;2020-10-28T16:02:00
06.03.2020;11;2020-10-28T16:02:00
07.03.2020;12;2020-10-28T16:02:00
08.03.2020;20;2020-10-28T16:02:00
09.03.2020;24;2020-10-28T16:02:00
10.03.2020;45;2020-10-28T16:02:00
11.03.2020;101;2020-10-28T16:02:00
12.03.2020;80;2020-10-28T16:02:00
13.03.2020;165;2020-10-28T16:02:00
14.03.2020;110;2020-10-28T16:02:00
15.03.2020;141;2020-10-28T16:02:00
16.03.2020;164;2020-10-28T16:02:00
17.03.2020;220;2020-10-28T16:02:00
18.03.2020;274;2020-10-28T16:02:00
19.03.2020;308;2020-10-28T16:02:00
20.03.2020;417;2020-10-28T16:02:00
21.03.2020;358;2020-10-28T16:02:00
22.03.2020;387;2020-10-28T16:02:00
23.03.2020;572;2020-10-28T16:02:00
24.03.2020;487;2020-10-28T16:02:00
25.03.2020;542;2020-10-28T16:02:00
26.03.2020;842;2020-10-28T16:02:00
27.03.2020;650;2020-10-28T16:02:00
28.03.2020;490;2020-10-28T16:02:00
29.03.2020;441;2020-10-28T16:02:00
30.03.2020;498;2020-10-28T16:02:00
31.03.2020;448;2020-10-28T16:02:00
01.04.2020;442;2020-10-28T16:02:00
02.04.2020;416;2020-10-28T16:02:00
03.04.2020;378;2020-10-28T16:02:00
04.04.2020;277;2020-10-28T16:02:00
05.04.2020;155;2020-10-28T16:02:00
06.04.2020;227;2020-10-28T16:02:00
07.04.2020;289;2020-10-28T16:02:00
08.04.2020;249;2020-10-28T16:02:00
09.04.2020;270;2020-10-28T16:02:00
10.04.2020;346;2020-10-28T16:02:00
11.04.2020;195;2020-10-28T16:02:00
12.04.2020;101;2020-10-28T16:02:00
13.04.2020;84;2020-10-28T16:02:00
14.04.2020;123;2020-10-28T16:02:00
15.04.2020;102;2020-10-28T16:02:00
16.04.2020;102;2020-10-28T16:02:00
17.04.2020;81;2020-10-28T16:02:00
18.04.2020;46;2020-10-28T16:02:00
19.04.2020;41;2020-10-28T16:02:00
20.04.2020;45;2020-10-28T16:02:00
21.04.2020;59;2020-10-28T16:02:00
22.04.2020;73;2020-10-28T16:02:00
23.04.2020;59;2020-10-28T16:02:00
24.04.2020;73;2020-10-28T16:02:00
25.04.2020;40;2020-10-28T16:02:00
26.04.2020;25;2020-10-28T16:02:00
27.04.2020;55;2020-10-28T16:02:00
28.04.2020;49;2020-10-28T16:02:00
29.04.2020;53;2020-10-28T16:02:00
30.04.2020;64;2020-10-28T16:02:00
01.05.2020;21;2020-10-28T16:02:00
02.05.2020;29;2020-10-28T16:02:00
03.05.2020;16;2020-10-28T16:02:00
04.05.2020;23;2020-10-28T16:02:00
05.05.2020;41;2020-10-28T16:02:00
06.05.2020;47;2020-10-28T16:02:00
07.05.2020;29;2020-10-28T16:02:00
08.05.2020;41;2020-10-28T16:02:00
09.05.2020;37;2020-10-28T16:02:00
10.05.2020;5;2020-10-28T16:02:00
11.05.2020;64;2020-10-28T16:02:00
12.05.2020;33;2020-10-28T16:02:00
13.05.2020;57;2020-10-28T16:02:00
14.05.2020;37;2020-10-28T16:02:00
15.05.2020;77;2020-10-28T16:02:00
16.05.2020;15;2020-10-28T16:02:00
17.05.2020;22;2020-10-28T16:02:00
18.05.2020;38;2020-10-28T16:02:00
19.05.2020;45;2020-10-28T16:02:00
20.05.2020;42;2020-10-28T16:02:00
21.05.2020;24;2020-10-28T16:02:00
22.05.2020;28;2020-10-28T16:02:00
23.05.2020;21;2020-10-28T16:02:00
24.05.2020;13;2020-10-28T16:02:00
25.05.2020;21;2020-10-28T16:02:00
26.05.2020;20;2020-10-28T16:02:00
27.05.2020;31;2020-10-28T16:02:00
28.05.2020;26;2020-10-28T16:02:00
29.05.2020;28;2020-10-28T16:02:00
30.05.2020;38;2020-10-28T16:02:00
31.05.2020;5;2020-10-28T16:02:00
01.06.2020;17;2020-10-28T16:02:00
02.06.2020;14;2020-10-28T16:02:00
03.06.2020;31;2020-10-28T16:02:00
04.06.2020;33;2020-10-28T16:02:00
05.06.2020;57;2020-10-28T16:02:00
06.06.2020;16;2020-10-28T16:02:00
07.06.2020;40;2020-10-28T16:02:00
08.06.2020;28;2020-10-28T16:02:00
09.06.2020;13;2020-10-28T16:02:00
10.06.2020;30;2020-10-28T16:02:00
11.06.2020;19;2020-10-28T16:02:00
12.06.2020;25;2020-10-28T16:02:00
13.06.2020;13;2020-10-28T16:02:00
14.06.2020;19;2020-10-28T16:02:00
15.06.2020;46;2020-10-28T16:02:00
16.06.2020;9;2020-10-28T16:02:00
17.06.2020;22;2020-10-28T16:02:00
18.06.2020;40;2020-10-28T16:02:00
19.06.2020;52;2020-10-28T16:02:00
20.06.2020;12;2020-10-28T16:02:00
21.06.2020;30;2020-10-28T16:02:00
22.06.2020;26;2020-10-28T16:02:00
23.06.2020;35;2020-10-28T16:02:00
24.06.2020;28;2020-10-28T16:02:00
25.06.2020;45;2020-10-28T16:02:00
26.06.2020;64;2020-10-28T16:02:00
27.06.2020;58;2020-10-28T16:02:00
28.06.2020;56;2020-10-28T16:02:00
29.06.2020;43;2020-10-28T16:02:00
30.06.2020;96;2020-10-28T16:02:00
01.07.2020;75;2020-10-28T16:02:00
02.07.2020;92;2020-10-28T16:02:00
03.07.2020;115;2020-10-28T16:02:00
04.07.2020;114;2020-10-28T16:02:00
05.07.2020;75;2020-10-28T16:02:00
06.07.2020;65;2020-10-28T16:02:00
07.07.2020;89;2020-10-28T16:02:00
08.07.2020;96;2020-10-28T16:02:00
09.07.2020;92;2020-10-28T16:02:00
10.07.2020;89;2020-10-28T16:02:00
11.07.2020;101;2020-10-28T16:02:00
12.07.2020;51;2020-10-28T16:02:00
13.07.2020;80;2020-10-28T16:02:00
14.07.2020;118;2020-10-28T16:02:00
15.07.2020;108;2020-10-28T16:02:00
16.07.2020;138;2020-10-28T16:02:00
17.07.2020;125;2020-10-28T16:02:00
18.07.2020;76;2020-10-28T16:02:00
19.07.2020;72;2020-10-28T16:02:00
20.07.2020;84;2020-10-28T16:02:00
21.07.2020;125;2020-10-28T16:02:00
22.07.2020;154;2020-10-28T16:02:00
23.07.2020;114;2020-10-28T16:02:00
24.07.2020;143;2020-10-28T16:02:00
25.07.2020;118;2020-10-28T16:02:00
26.07.2020;93;2020-10-28T16:02:00
27.07.2020;105;2020-10-28T16:02:00
28.07.2020;145;2020-10-28T16:02:00
29.07.2020;86;2020-10-28T16:02:00
30.07.2020;187;2020-10-28T16:02:00
31.07.2020;118;2020-10-28T16:02:00
01.08.2020;54;2020-10-28T16:02:00
02.08.2020;75;2020-10-28T16:02:00
03.08.2020;73;2020-10-28T16:02:00
04.08.2020;80;2020-10-28T16:02:00
05.08.2020;149;2020-10-28T16:02:00
06.08.2020;123;2020-10-28T16:02:00
07.08.2020;84;2020-10-28T16:02:00
08.08.2020;96;2020-10-28T16:02:00
09.08.2020;69;2020-10-28T16:02:00
10.08.2020;120;2020-10-28T16:02:00
11.08.2020;164;2020-10-28T16:02:00
12.08.2020;179;2020-10-28T16:02:00
13.08.2020;187;2020-10-28T16:02:00
14.08.2020;257;2020-10-28T16:02:00
15.08.2020;139;2020-10-28T16:02:00
16.08.2020;153;2020-10-28T16:02:00
17.08.2020;230;2020-10-28T16:02:00
18.08.2020;237;2020-10-28T16:02:00
19.08.2020;345;2020-10-28T16:02:00
20.08.2020;321;2020-10-28T16:02:00
21.08.2020;299;2020-10-28T16:02:00
22.08.2020;242;2020-10-28T16:02:00
23.08.2020;195;2020-10-28T16:02:00
24.08.2020;195;2020-10-28T16:02:00
25.08.2020;323;2020-10-28T16:02:00
26.08.2020;320;2020-10-28T16:02:00
27.08.2020;230;2020-10-28T16:02:00
28.08.2020;359;2020-10-28T16:02:00
29.08.2020;202;2020-10-28T16:02:00
30.08.2020;272;2020-10-28T16:02:00
31.08.2020;207;2020-10-28T16:02:00
01.09.2020;273;2020-10-28T16:02:00
02.09.2020;363;2020-10-28T16:02:00
03.09.2020;320;2020-10-28T16:02:00
04.09.2020;349;2020-10-28T16:02:00
05.09.2020;205;2020-10-28T16:02:00
06.09.2020;291;2020-10-28T16:02:00
07.09.2020;466;2020-10-28T16:02:00
08.09.2020;531;2020-10-28T16:02:00
09.09.2020;644;2020-10-28T16:02:00
10.09.2020;558;2020-10-28T16:02:00
11.09.2020;799;2020-10-28T16:02:00
12.09.2020;442;2020-10-28T16:02:00
13.09.2020;440;2020-10-28T16:02:00
14.09.2020;793;2020-10-28T16:02:00
15.09.2020;724;2020-10-28T16:02:00
16.09.2020;762;2020-10-28T16:02:00
