Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;1430;24;1;2020-11-01T14:02:01
Kärnten;1703;17;2;2020-11-01T14:02:01
Niederösterreich;10661;152;3;2020-11-01T14:02:01
Oberösterreich;11164;107;4;2020-11-01T14:02:01
Salzburg;4029;52;5;2020-11-01T14:02:01
Steiermark;4870;210;6;2020-11-01T14:02:01
Tirol;9861;116;7;2020-11-01T14:02:01
Vorarlberg;2798;33;8;2020-11-01T14:02:01
Wien;22820;353;9;2020-11-01T14:02:01
