time;Kapazität Normalbetten in %;Timestamp
01.04.2020;95;2020-04-23T08:33:36
02.04.2020;95;2020-04-23T08:33:36
03.04.2020;95;2020-04-23T08:33:36
04.04.2020;95;2020-04-23T08:33:36
05.04.2020;96;2020-04-23T08:33:36
06.04.2020;95;2020-04-23T08:33:36
07.04.2020;96;2020-04-23T08:33:36
08.04.2020;96;2020-04-23T08:33:36
09.04.2020;96;2020-04-23T08:33:36
10.04.2020;96;2020-04-23T08:33:36
11.04.2020;96;2020-04-23T08:33:36
12.04.2020;96;2020-04-23T08:33:36
13.04.2020;96;2020-04-23T08:33:36
14.04.2020;96;2020-04-23T08:33:36
15.04.2020;96;2020-04-23T08:33:36
16.04.2020;96;2020-04-23T08:33:36
17.04.2020;96;2020-04-23T08:33:36
18.04.2020;97;2020-04-23T08:33:36
19.04.2020;97;2020-04-23T08:33:36
20.04.2020;97;2020-04-23T08:33:36
21.04.2020;97;2020-04-23T08:33:36
22.04.2020;97;2020-04-23T08:33:36
23.04.2020;97;2020-04-23T08:33:36
