Altersgruppe;Anzahl;Timestamp
<5;3143;2021-01-25T12:02:00
5-14;21788;2021-01-25T12:02:00
15-24;55853;2021-01-25T12:02:00
25-34;64721;2021-01-25T12:02:00
35-44;58750;2021-01-25T12:02:00
45-54;71324;2021-01-25T12:02:00
55-64;54748;2021-01-25T12:02:00
65-74;27237;2021-01-25T12:02:00
75-84;24183;2021-01-25T12:02:00
>84;16877;2021-01-25T12:02:00
