Bundesland;Anzahl;GKZ;Timestamp
Wien;382;9;2020-07-10T05:00:00
Vorarlberg;5;8;2020-07-10T05:00:00
Tirol;33;7;2020-07-10T05:00:00
Steiermark;78;6;2020-07-10T05:00:00
Salzburg;43;5;2020-07-10T05:00:00
Oberösterreich;482;4;2020-07-10T05:00:00
Niederösterreich;97;3;2020-07-10T05:00:00
Kärnten;13;2;2020-07-10T05:00:00
Burgenland;18;1;2020-07-10T05:00:00
