Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;905;11;25
Rust(Stadt);102;1980;72;0;1
Eisenstadt-Umgebung;103;43236;2211;23;63
Güssing;104;25699;1735;50;36
Jennersdorf;105;17097;1230;23;31
Mattersburg;106;40042;2128;31;39
Neusiedl am See;107;59990;3067;37;71
Oberpullendorf;108;37384;2160;40;44
Oberwart;109;54192;3454;82;121
Klagenfurt Stadt;201;101300;5771;153;177
Villach Stadt;202;62882;3404;62;137
Hermagor;203;18054;1845;28;22
Klagenfurt Land;204;60014;3782;64;105
Sankt Veit an der Glan;205;54186;3642;97;143
Spittal an der Drau;206;75868;5085;113;256
Villach Land;207;64618;4084;75;135
Völkermarkt;208;41862;3370;59;100
Wolfsberg;209;52607;3292;71;125
Feldkirchen;210;29902;2155;48;74
Krems an der Donau(Stadt);301;25036;1258;28;31
Sankt Pölten(Stadt);302;55514;3403;53;94
Waidhofen an der Ybbs(Stadt);303;11222;826;13;26
Wiener Neustadt(Stadt);304;45823;3665;77;90
Amstetten;305;116520;9184;125;295
Baden;306;146751;9243;115;268
Bruck an der Leitha;307;103735;5546;77;236
Gänserndorf;308;104782;5284;59;172
Gmünd;309;36553;2546;40;90
Hollabrunn;310;51033;2394;50;84
Horn;311;30936;1345;26;57
Korneuburg;312;91254;4062;49;111
Krems(Land);313;56487;3018;38;82
Lilienfeld;314;25655;1477;36;49
Melk;315;78191;5278;94;212
Mistelbach;316;75625;3499;33;105
Mödling;317;119115;5988;108;180
Neunkirchen;318;86343;5635;95;163
Sankt Pölten(Land);319;131729;7103;125;236
Scheibbs;320;41414;3506;35;133
Tulln;321;104593;5049;81;161
Waidhofen an der Thaya;322;25682;1632;14;57
Wiener Neustadt(Land);323;78307;4949;88;174
Zwettl;325;41987;3116;33;142
Linz(Stadt);401;206595;12067;213;429
Steyr(Stadt);402;38056;2170;18;94
Wels(Stadt);403;62470;4901;67;179
Braunau am Inn;404;105553;8169;98;307
Eferding;405;33178;2624;32;70
Freistadt;406;66861;5083;91;135
Gmunden;407;101859;7300;102;211
Grieskirchen;408;64875;4835;68;71
Kirchdorf an der Krems;409;57071;3882;79;72
Linz-Land;410;151371;9113;86;307
Perg;411;68968;5402;68;136
Ried im Innkreis;412;61690;5410;94;208
Rohrbach;413;56545;4935;95;67
Schärding;414;57391;4930;67;164
Steyr-Land;415;60717;3932;67;107
Urfahr-Umgebung;416;86005;5767;71;115
Vöcklabruck;417;137297;10290;149;377
Wels-Land;418;73777;5012;58;148
Salzburg(Stadt);501;155021;10772;130;314
Hallein;502;60824;6012;61;97
Salzburg-Umgebung;503;153492;11585;112;340
Sankt Johann im Pongau;504;81194;9045;111;116
Tamsweg;505;20251;2349;40;41
Zell am See;506;87628;6798;103;181
Graz(Stadt);601;291072;14056;280;413
Deutschlandsberg;603;60867;3456;96;115
Graz-Umgebung;606;156070;7696;236;213
Leibnitz;610;84756;5276;100;165
Leoben;611;59700;3096;106;94
Liezen;612;79652;5022;110;159
Murau;614;27543;1712;25;68
Voitsberg;616;51044;2935;99;112
Weiz;617;90654;5291;139;156
Murtal;620;71698;4296;158;165
Bruck-Mürzzuschlag;621;98697;5628;239;107
Hartberg-Fürstenfeld;622;90606;6583;174;183
Südoststeiermark;623;84036;5433;164;159
Innsbruck-Stadt;701;131961;8543;92;292
Imst;702;60474;4405;36;92
Innsbruck-Land;703;180453;12255;136;342
Kitzbühel;704;64168;4166;41;72
Kufstein;705;110287;8660;133;271
Landeck;706;44386;3400;46;58
Lienz;707;48738;4769;43;200
Reutte;708;32838;1703;5;103
Schwaz;709;84329;8829;130;52
Bludenz;801;64107;3801;45;82
Bregenz;802;134987;8215;98;261
Dornbirn;803;89912;6702;68;142
Feldkirch;804;108133;7233;74;189
Wien;900;1911191;125220;2051;4854
