Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;259;0;70
Rust(Stadt);102;1980;22;0;5
Eisenstadt-Umgebung;103;43236;652;4;161
Güssing;104;25699;482;1;190
Jennersdorf;105;17097;333;2;166
Mattersburg;106;40042;568;4;142
Neusiedl am See;107;59990;813;10;153
Oberpullendorf;108;37384;707;3;228
Oberwart;109;54192;1110;17;258
Klagenfurt Stadt;201;101300;1435;29;480
Villach Stadt;202;62882;737;1;282
Hermagor;203;18054;298;1;103
Klagenfurt Land;204;60014;721;2;276
Sankt Veit an der Glan;205;54186;692;3;246
Spittal an der Drau;206;75868;449;2;190
Villach Land;207;64618;665;4;251
Völkermarkt;208;41862;736;5;306
Wolfsberg;209;52607;652;4;248
Feldkirchen;210;29902;368;2;159
Krems an der Donau(Stadt);301;25036;467;6;137
Sankt Pölten(Stadt);302;55514;1016;8;236
Waidhofen an der Ybbs(Stadt);303;11222;185;3;79
Wiener Neustadt(Stadt);304;45823;907;0;153
Amstetten;305;116520;2293;27;793
Baden;306;146751;2270;11;505
Bruck an der Leitha;307;103735;1470;5;282
Gänserndorf;308;104782;1250;7;246
Gmünd;309;36553;732;7;203
Hollabrunn;310;51033;652;3;228
Horn;311;30936;323;5;82
Korneuburg;312;91254;1463;7;311
Krems(Land);313;56487;1116;9;299
Lilienfeld;314;25655;505;6;136
Melk;315;78191;1187;6;359
Mistelbach;316;75625;835;12;203
Mödling;317;119115;1973;14;396
Neunkirchen;318;86343;1299;14;274
Sankt Pölten(Land);319;131729;2103;18;585
Scheibbs;320;41414;797;3;331
Tulln;321;104593;1715;7;400
Waidhofen an der Thaya;322;25682;501;2;101
Wiener Neustadt(Land);323;78307;1068;12;288
Zwettl;325;41987;715;3;195
Linz(Stadt);401;206595;4601;47;1264
Steyr(Stadt);402;38056;833;2;233
Wels(Stadt);403;62470;1601;8;350
Braunau am Inn;404;105553;1724;13;569
Eferding;405;33178;1053;8;356
Freistadt;406;66861;1859;21;693
Gmunden;407;101859;2197;11;615
Grieskirchen;408;64875;1852;4;583
Kirchdorf an der Krems;409;57071;932;7;395
Linz-Land;410;151371;3253;14;966
Perg;411;68968;1780;9;675
Ried im Innkreis;412;61690;1992;12;605
Rohrbach;413;56545;2100;13;867
Schärding;414;57391;1678;5;549
Steyr-Land;415;60717;1527;19;555
Urfahr-Umgebung;416;86005;2500;14;1000
Vöcklabruck;417;137297;3150;11;1137
Wels-Land;418;73777;1426;6;462
Salzburg(Stadt);501;155021;2622;5;775
Hallein;502;60824;1741;9;356
Salzburg-Umgebung;503;153492;3312;17;972
Sankt Johann im Pongau;504;81194;2743;19;772
Tamsweg;505;20251;485;3;205
Zell am See;506;87628;1568;10;450
Graz(Stadt);601;291072;4791;54;1455
Deutschlandsberg;603;60867;696;4;222
Graz-Umgebung;606;156070;2041;55;588
Leibnitz;610;84756;1468;17;489
Leoben;611;59700;916;16;312
Liezen;612;79652;1358;10;451
Murau;614;27543;253;1;118
Voitsberg;616;51044;818;18;253
Weiz;617;90654;1254;21;356
Murtal;620;71698;912;6;342
Bruck-Mürzzuschlag;621;98697;1473;32;575
Hartberg-Fürstenfeld;622;90606;1644;54;584
Südoststeiermark;623;84036;1381;10;513
Innsbruck-Stadt;701;131961;4239;24;764
Imst;702;60474;1520;6;403
Innsbruck-Land;703;180453;4728;15;1191
Kitzbühel;704;64168;1376;14;363
Kufstein;705;110287;3237;43;855
Landeck;706;44386;1745;19;208
Lienz;707;48738;824;6;317
Reutte;708;32838;431;2;99
Schwaz;709;84329;3771;24;1037
Bludenz;801;64107;1515;8;380
Bregenz;802;134987;3385;16;1026
Dornbirn;803;89912;2919;18;804
Feldkirch;804;108133;2689;12;738
Wien;900;1911191;44247;433;6802
