Altersgruppe;Anzahl;Timestamp
<5;0;2020-10-08T15:02:00
5-14;0;2020-10-08T15:02:00
15-24;0;2020-10-08T15:02:00
25-34;2;2020-10-08T15:02:00
35-44;3;2020-10-08T15:02:00
45-54;16;2020-10-08T15:02:00
55-64;30;2020-10-08T15:02:00
65-74;140;2020-10-08T15:02:00
75-84;290;2020-10-08T15:02:00
>84;336;2020-10-08T15:02:00
