Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;5441;70;1;2020-11-27T17:02:00
Kärnten;9803;133;2;2020-11-27T17:02:00
Niederösterreich;29271;368;3;2020-11-27T17:02:00
Oberösterreich;44169;477;4;2020-11-27T17:02:00
Salzburg;13937;152;5;2020-11-27T17:02:00
Steiermark;17172;463;6;2020-11-27T17:02:00
Tirol;26180;286;7;2020-11-27T17:02:00
Vorarlberg;12013;115;8;2020-11-27T17:02:00
Wien;45265;614;9;2020-11-27T17:02:00
