Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;7408;128;1;2020-12-14T10:02:00
Kärnten;15567;268;2;2020-12-14T10:02:00
Niederösterreich;40882;642;3;2020-12-14T10:02:00
Oberösterreich;58857;799;4;2020-12-14T10:02:00
Salzburg;20897;269;5;2020-12-14T10:02:00
Steiermark;26430;613;6;2020-12-14T10:02:00
Tirol;34135;415;7;2020-12-14T10:02:00
Vorarlberg;15581;179;8;2020-12-14T10:02:00
Wien;58126;851;9;2020-12-14T10:02:00
