Altersgruppe;Anzahl;Timestamp
<5;2890;2020-12-30T12:02:00
5-14;19664;2020-12-30T12:02:00
15-24;50173;2020-12-30T12:02:00
25-34;57980;2020-12-30T12:02:00
35-44;52915;2020-12-30T12:02:00
45-54;63900;2020-12-30T12:02:00
55-64;48878;2020-12-30T12:02:00
65-74;24201;2020-12-30T12:02:00
75-84;21101;2020-12-30T12:02:00
>84;14390;2020-12-30T12:02:00
