Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;838;10;29
Rust(Stadt);102;1980;72;0;2
Eisenstadt-Umgebung;103;43236;2089;23;111
Güssing;104;25699;1667;46;63
Jennersdorf;105;17097;1168;22;42
Mattersburg;106;40042;2030;28;107
Neusiedl am See;107;59990;2886;33;147
Oberpullendorf;108;37384;2044;34;93
Oberwart;109;54192;3142;73;223
Klagenfurt Stadt;201;101300;5458;151;206
Villach Stadt;202;62882;3156;62;128
Hermagor;203;18054;1796;28;37
Klagenfurt Land;204;60014;3588;61;99
Sankt Veit an der Glan;205;54186;3419;95;96
Spittal an der Drau;206;75868;4604;109;168
Villach Land;207;64618;3833;72;137
Völkermarkt;208;41862;3188;57;82
Wolfsberg;209;52607;3042;70;106
Feldkirchen;210;29902;1993;44;81
Krems an der Donau(Stadt);301;25036;1200;26;43
Sankt Pölten(Stadt);302;55514;3171;51;132
Waidhofen an der Ybbs(Stadt);303;11222;766;13;38
Wiener Neustadt(Stadt);304;45823;3458;63;127
Amstetten;305;116520;8493;123;354
Baden;306;146751;8599;104;489
Bruck an der Leitha;307;103735;5084;72;250
Gänserndorf;308;104782;4873;56;226
Gmünd;309;36553;2342;37;93
Hollabrunn;310;51033;2220;49;103
Horn;311;30936;1234;12;67
Korneuburg;312;91254;3798;43;189
Krems(Land);313;56487;2857;35;84
Lilienfeld;314;25655;1366;33;65
Melk;315;78191;4763;89;310
Mistelbach;316;75625;3271;33;149
Mödling;317;119115;5521;105;265
Neunkirchen;318;86343;5200;88;249
Sankt Pölten(Land);319;131729;6587;113;317
Scheibbs;320;41414;3182;32;160
Tulln;321;104593;4691;79;201
Waidhofen an der Thaya;322;25682;1516;14;65
Wiener Neustadt(Land);323;78307;4570;68;267
Zwettl;325;41987;2861;31;87
Linz(Stadt);401;206595;11293;211;325
Steyr(Stadt);402;38056;2000;18;70
Wels(Stadt);403;62470;4581;64;192
Braunau am Inn;404;105553;7511;83;439
Eferding;405;33178;2508;30;47
Freistadt;406;66861;4852;90;195
Gmunden;407;101859;6827;97;287
Grieskirchen;408;64875;4681;68;99
Kirchdorf an der Krems;409;57071;3690;78;159
Linz-Land;410;151371;8548;83;328
Perg;411;68968;5122;65;145
Ried im Innkreis;412;61690;5021;93;132
Rohrbach;413;56545;4795;93;41
Schärding;414;57391;4656;65;97
Steyr-Land;415;60717;3747;64;79
Urfahr-Umgebung;416;86005;5549;70;91
Vöcklabruck;417;137297;9585;145;487
Wels-Land;418;73777;4691;55;190
Salzburg(Stadt);501;155021;10143;127;398
Hallein;502;60824;5800;59;125
Salzburg-Umgebung;503;153492;10917;108;438
Sankt Johann im Pongau;504;81194;8755;107;150
Tamsweg;505;20251;2270;39;36
Zell am See;506;87628;6441;102;216
Graz(Stadt);601;291072;13251;270;405
Deutschlandsberg;603;60867;3255;92;123
Graz-Umgebung;606;156070;7229;231;246
Leibnitz;610;84756;4959;97;148
Leoben;611;59700;2926;99;90
Liezen;612;79652;4700;103;133
Murau;614;27543;1579;23;87
Voitsberg;616;51044;2705;92;79
Weiz;617;90654;4963;137;210
Murtal;620;71698;3966;154;103
Bruck-Mürzzuschlag;621;98697;5381;233;112
Hartberg-Fürstenfeld;622;90606;6163;171;190
Südoststeiermark;623;84036;5113;162;176
Innsbruck-Stadt;701;131961;7975;90;334
Imst;702;60474;4236;35;159
Innsbruck-Land;703;180453;11510;132;468
Kitzbühel;704;64168;4004;40;138
Kufstein;705;110287;8176;130;266
Landeck;706;44386;3300;44;114
Lienz;707;48738;4379;42;207
Reutte;708;32838;1542;4;64
Schwaz;709;84329;8695;127;204
Bludenz;801;64107;3649;45;45
Bregenz;802;134987;7788;97;195
Dornbirn;803;89912;6405;66;140
Feldkirch;804;108133;6912;73;137
Wien;900;1911191;115346;1919;6545
