Bundesland;Anzahl;GKZ;Timestamp
Wien;271;9;2020-07-02T02:00:00
Vorarlberg;5;8;2020-07-02T02:00:00
Tirol;18;7;2020-07-02T02:00:00
Steiermark;41;6;2020-07-02T02:00:00
Salzburg;33;5;2020-07-02T02:00:00
Oberösterreich;189;4;2020-07-02T02:00:00
Niederösterreich;96;3;2020-07-02T02:00:00
Kärnten;14;2;2020-07-02T02:00:00
Burgenland;10;1;2020-07-02T02:00:00
