Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;556;10;16
Rust(Stadt);102;1980;61;0;0
Eisenstadt-Umgebung;103;43236;1342;19;35
Güssing;104;25699;1103;23;60
Jennersdorf;105;17097;687;17;18
Mattersburg;106;40042;1292;21;38
Neusiedl am See;107;59990;1867;28;77
Oberpullendorf;108;37384;1463;20;28
Oberwart;109;54192;1985;51;32
Klagenfurt Stadt;201;101300;4141;133;87
Villach Stadt;202;62882;2238;54;53
Hermagor;203;18054;1099;16;65
Klagenfurt Land;204;60014;2598;38;95
Sankt Veit an der Glan;205;54186;2699;84;89
Spittal an der Drau;206;75868;2654;45;250
Villach Land;207;64618;2579;62;105
Völkermarkt;208;41862;2482;47;46
Wolfsberg;209;52607;2494;64;40
Feldkirchen;210;29902;1493;37;64
Krems an der Donau(Stadt);301;25036;919;26;14
Sankt Pölten(Stadt);302;55514;2349;33;62
Waidhofen an der Ybbs(Stadt);303;11222;588;9;24
Wiener Neustadt(Stadt);304;45823;1828;47;82
Amstetten;305;116520;6828;112;168
Baden;306;146751;5031;77;232
Bruck an der Leitha;307;103735;3107;58;98
Gänserndorf;308;104782;2676;28;128
Gmünd;309;36553;1622;33;48
Hollabrunn;310;51033;1242;26;23
Horn;311;30936;662;10;25
Korneuburg;312;91254;2488;34;81
Krems(Land);313;56487;2099;27;65
Lilienfeld;314;25655;1013;29;26
Melk;315;78191;3404;74;103
Mistelbach;316;75625;1746;29;79
Mödling;317;119115;3665;83;104
Neunkirchen;318;86343;3179;66;133
Sankt Pölten(Land);319;131729;4577;85;115
Scheibbs;320;41414;2286;27;117
Tulln;321;104593;3347;48;150
Waidhofen an der Thaya;322;25682;917;13;27
Wiener Neustadt(Land);323;78307;2485;43;110
Zwettl;325;41987;2026;21;141
Linz(Stadt);401;206595;9113;183;158
Steyr(Stadt);402;38056;1651;18;23
Wels(Stadt);403;62470;3265;52;73
Braunau am Inn;404;105553;4851;61;151
Eferding;405;33178;2109;27;29
Freistadt;406;66861;3850;79;76
Gmunden;407;101859;5161;85;182
Grieskirchen;408;64875;4010;58;88
Kirchdorf an der Krems;409;57071;2691;60;84
Linz-Land;410;151371;6743;75;107
Perg;411;68968;3820;51;54
Ried im Innkreis;412;61690;3936;80;118
Rohrbach;413;56545;4124;89;92
Schärding;414;57391;3875;59;74
Steyr-Land;415;60717;3202;60;43
Urfahr-Umgebung;416;86005;4774;67;46
Vöcklabruck;417;137297;7156;123;128
Wels-Land;418;73777;3309;46;78
Salzburg(Stadt);501;155021;7266;84;282
Hallein;502;60824;4455;37;173
Salzburg-Umgebung;503;153492;8013;81;240
Sankt Johann im Pongau;504;81194;6056;81;254
Tamsweg;505;20251;1740;31;118
Zell am See;506;87628;5003;87;164
Graz(Stadt);601;291072;9676;219;215
Deutschlandsberg;603;60867;2153;68;81
Graz-Umgebung;606;156070;5183;202;114
Leibnitz;610;84756;3356;74;113
Leoben;611;59700;2192;84;47
Liezen;612;79652;3513;85;204
Murau;614;27543;1141;18;48
Voitsberg;616;51044;2069;81;52
Weiz;617;90654;3008;108;61
Murtal;620;71698;3098;127;114
Bruck-Mürzzuschlag;621;98697;3940;183;96
Hartberg-Fürstenfeld;622;90606;3999;145;83
Südoststeiermark;623;84036;3344;122;128
Innsbruck-Stadt;701;131961;6630;81;90
Imst;702;60474;3211;31;48
Innsbruck-Land;703;180453;9486;117;127
Kitzbühel;704;64168;3124;33;149
Kufstein;705;110287;6658;116;72
Landeck;706;44386;2803;36;40
Lienz;707;48738;2854;39;101
Reutte;708;32838;1119;4;40
Schwaz;709;84329;7072;107;114
Bludenz;801;64107;3047;38;87
Bregenz;802;134987;6610;88;155
Dornbirn;803;89912;5437;49;117
Feldkirch;804;108133;5773;67;162
Wien;900;1911191;78067;1329;1952
