Bundesland;Anzahl;GKZ;Timestamp
Wien;679;9;2020-08-08T22:00:00
Vorarlberg;20;8;2020-08-08T22:00:00
Tirol;59;7;2020-08-08T22:00:00
Steiermark;80;6;2020-08-08T22:00:00
Salzburg;73;5;2020-08-08T22:00:00
Oberösterreich;226;4;2020-08-08T22:00:00
Niederösterreich;188;3;2020-08-08T22:00:00
Kärnten;34;2;2020-08-08T22:00:00
Burgenland;27;1;2020-08-08T22:00:00
