Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;199;0;100
Rust(Stadt);102;1980;18;0;10
Eisenstadt-Umgebung;103;43236;529;4;162
Güssing;104;25699;311;0;107
Jennersdorf;105;17097;206;2;103
Mattersburg;106;40042;457;1;138
Neusiedl am See;107;59990;678;10;165
Oberpullendorf;108;37384;510;2;184
Oberwart;109;54192;887;13;267
Klagenfurt Stadt;201;101300;1067;23;382
Villach Stadt;202;62882;582;1;290
Hermagor;203;18054;220;0;86
Klagenfurt Land;204;60014;501;2;248
Sankt Veit an der Glan;205;54186;498;1;198
Spittal an der Drau;206;75868;313;1;116
Villach Land;207;64618;473;4;219
Völkermarkt;208;41862;468;3;179
Wolfsberg;209;52607;454;3;178
Feldkirchen;210;29902;239;1;102
Krems an der Donau(Stadt);301;25036;372;6;117
Sankt Pölten(Stadt);302;55514;861;8;234
Waidhofen an der Ybbs(Stadt);303;11222;120;3;39
Wiener Neustadt(Stadt);304;45823;791;0;158
Amstetten;305;116520;1721;25;650
Baden;306;146751;1902;10;490
Bruck an der Leitha;307;103735;1262;5;258
Gänserndorf;308;104782;1079;7;206
Gmünd;309;36553;596;4;200
Hollabrunn;310;51033;491;2;214
Horn;311;30936;269;5;77
Korneuburg;312;91254;1243;7;276
Krems(Land);313;56487;902;9;285
Lilienfeld;314;25655;407;6;116
Melk;315;78191;955;6;298
Mistelbach;316;75625;686;12;140
Mödling;317;119115;1697;13;436
Neunkirchen;318;86343;1123;12;263
Sankt Pölten(Land);319;131729;1727;15;506
Scheibbs;320;41414;536;2;207
Tulln;321;104593;1421;7;401
Waidhofen an der Thaya;322;25682;430;2;96
Wiener Neustadt(Land);323;78307;856;10;216
Zwettl;325;41987;580;3;157
Linz(Stadt);401;206595;3708;39;982
Steyr(Stadt);402;38056;660;2;217
Wels(Stadt);403;62470;1371;8;360
Braunau am Inn;404;105553;1277;10;472
Eferding;405;33178;783;7;300
Freistadt;406;66861;1399;14;583
Gmunden;407;101859;1787;4;650
Grieskirchen;408;64875;1440;3;545
Kirchdorf an der Krems;409;57071;646;5;285
Linz-Land;410;151371;2609;13;819
Perg;411;68968;1350;7;529
Ried im Innkreis;412;61690;1520;8;599
Rohrbach;413;56545;1502;4;557
Schärding;414;57391;1297;4;534
Steyr-Land;415;60717;1157;15;462
Urfahr-Umgebung;416;86005;1803;9;739
Vöcklabruck;417;137297;2332;9;838
Wels-Land;418;73777;1115;2;388
Salzburg(Stadt);501;155021;2053;5;641
Hallein;502;60824;1446;8;309
Salzburg-Umgebung;503;153492;2538;17;788
Sankt Johann im Pongau;504;81194;2192;19;672
Tamsweg;505;20251;327;2;154
Zell am See;506;87628;1201;9;292
Graz(Stadt);601;291072;3749;52;1109
Deutschlandsberg;603;60867;554;3;231
Graz-Umgebung;606;156070;1661;52;526
Leibnitz;610;84756;1189;17;439
Leoben;611;59700;712;10;252
Liezen;612;79652;1077;4;423
Murau;614;27543;187;0;104
Voitsberg;616;51044;615;15;171
Weiz;617;90654;1034;20;345
Murtal;620;71698;679;5;234
Bruck-Mürzzuschlag;621;98697;1055;27;459
Hartberg-Fürstenfeld;622;90606;1303;53;446
Südoststeiermark;623;84036;1028;5;467
Innsbruck-Stadt;701;131961;3581;18;657
Imst;702;60474;1226;6;320
Innsbruck-Land;703;180453;3741;15;977
Kitzbühel;704;64168;1101;13;323
Kufstein;705;110287;2512;39;666
Landeck;706;44386;1606;18;172
Lienz;707;48738;568;6;197
Reutte;708;32838;358;2;130
Schwaz;709;84329;2935;22;866
Bludenz;801;64107;1232;7;353
Bregenz;802;134987;2634;16;927
Dornbirn;803;89912;2339;13;811
Feldkirch;804;108133;2147;9;640
Wien;900;1911191;37985;400;5580
