Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;377;11;1;2020-08-05T01:00:00
Kärnten;437;13;2;2020-08-05T01:00:00
Niederösterreich;3087;107;3;2020-08-05T01:00:00
Oberösterreich;3416;61;4;2020-08-05T01:00:00
Salzburg;1265;37;5;2020-08-05T01:00:00
Steiermark;1860;142;6;2020-08-05T01:00:00
Tirol;3547;101;7;2020-08-05T01:00:00
Vorarlberg;922;18;8;2020-08-05T01:00:00
Wien;4425;210;9;2020-08-05T01:00:00
