AltersgruppeID;Altersgruppe;Bundesland;BundeslandID;AnzEinwohner;Geschlecht;Anzahl;AnzahlGeheilt;AnzahlTot
1;<5;Burgenland;1;6299;M;11;9;0
1;<5;Burgenland;1;5852;W;6;4;0
1;<5;Kärnten;2;12352;M;6;6;0
1;<5;Kärnten;2;11792;W;7;7;0
1;<5;Niederösterreich;3;40461;M;44;38;0
1;<5;Niederösterreich;3;38258;W;33;28;0
1;<5;Oberösterreich;4;39625;M;126;104;0
1;<5;Oberösterreich;4;37227;W;107;91;0
1;<5;Salzburg;5;14436;M;24;15;0
1;<5;Salzburg;5;13715;W;26;17;0
1;<5;Steiermark;6;29062;M;22;17;0
1;<5;Steiermark;6;27180;W;26;21;0
1;<5;Tirol;7;19650;M;48;45;0
1;<5;Tirol;7;18347;W;47;40;0
1;<5;Vorarlberg;8;11173;M;20;15;0
1;<5;Vorarlberg;8;10465;W;15;11;0
1;<5;Wien;9;51014;M;170;130;0
1;<5;Wien;9;48225;W;156;108;0
1;<5;Österreich;10;224072;M;471;379;0
1;<5;Österreich;10;211061;W;423;327;0
2;5-14;Burgenland;1;13540;M;44;36;0
2;5-14;Burgenland;1;12963;W;24;16;0
2;5-14;Kärnten;2;26230;M;41;19;0
2;5-14;Kärnten;2;24760;W;25;13;0
2;5-14;Niederösterreich;3;84110;M;259;180;0
2;5-14;Niederösterreich;3;79748;W;227;159;0
2;5-14;Oberösterreich;4;75629;M;418;338;0
2;5-14;Oberösterreich;4;71764;W;383;287;0
2;5-14;Salzburg;5;27154;M;115;87;0
2;5-14;Salzburg;5;25973;W;97;69;0
2;5-14;Steiermark;6;56727;M;115;90;0
2;5-14;Steiermark;6;53657;W;109;78;0
2;5-14;Tirol;7;37056;M;265;184;0
2;5-14;Tirol;7;35165;W;218;151;0
2;5-14;Vorarlberg;8;21275;M;112;77;0
2;5-14;Vorarlberg;8;20340;W;105;59;0
2;5-14;Wien;9;91779;M;907;507;0
2;5-14;Wien;9;85689;W;788;449;0
2;5-14;Österreich;10;433500;M;2276;1518;0
2;5-14;Österreich;10;410059;W;1976;1281;0
3;15-24;Burgenland;1;14439;M;165;121;0
3;15-24;Burgenland;1;13325;W;92;75;0
3;15-24;Kärnten;2;28982;M;144;119;0
3;15-24;Kärnten;2;26664;W;105;83;0
3;15-24;Niederösterreich;3;91319;M;932;731;0
3;15-24;Niederösterreich;3;84326;W;667;534;0
3;15-24;Oberösterreich;4;85564;M;854;701;0
3;15-24;Oberösterreich;4;79443;W;747;632;0
3;15-24;Salzburg;5;31945;M;304;224;0
3;15-24;Salzburg;5;29505;W;288;215;0
3;15-24;Steiermark;6;68685;M;332;251;0
3;15-24;Steiermark;6;63443;W;347;297;0
3;15-24;Tirol;7;44135;M;779;657;0
3;15-24;Tirol;7;41816;W;625;541;0
3;15-24;Vorarlberg;8;23582;M;274;199;0
3;15-24;Vorarlberg;8;21356;W;238;163;0
3;15-24;Wien;9;111527;M;2453;1625;0
3;15-24;Wien;9;109711;W;2215;1460;0
3;15-24;Österreich;10;500178;M;6237;4628;0
3;15-24;Österreich;10;469589;W;5324;4000;0
4;25-34;Burgenland;1;15919;M;99;72;0
4;25-34;Burgenland;1;15611;W;79;53;0
4;25-34;Kärnten;2;33383;M;125;96;0
4;25-34;Kärnten;2;32434;W;107;72;0
4;25-34;Niederösterreich;3;99983;M;751;610;0
4;25-34;Niederösterreich;3;97053;W;671;550;0
4;25-34;Oberösterreich;4;101397;M;804;644;0
4;25-34;Oberösterreich;4;94818;W;724;577;1
4;25-34;Salzburg;5;38361;M;287;209;1
4;25-34;Salzburg;5;37326;W;273;208;0
4;25-34;Steiermark;6;85258;M;354;265;0
4;25-34;Steiermark;6;78765;W;307;257;0
4;25-34;Tirol;7;54311;M;781;661;0
4;25-34;Tirol;7;52332;W;651;553;0
4;25-34;Vorarlberg;8;26971;M;237;195;0
4;25-34;Vorarlberg;8;25881;W;225;169;0
4;25-34;Wien;9;159858;M;2553;1785;0
4;25-34;Wien;9;157213;W;2221;1411;0
4;25-34;Österreich;10;615441;M;5991;4537;1
4;25-34;Österreich;10;591433;W;5258;3850;1
5;35-44;Burgenland;1;18466;M;100;74;0
5;35-44;Burgenland;1;19368;W;80;59;0
5;35-44;Kärnten;2;34259;M;81;54;0
5;35-44;Kärnten;2;34046;W;91;63;0
5;35-44;Niederösterreich;3;106230;M;631;521;2
5;35-44;Niederösterreich;3;107271;W;638;499;0
5;35-44;Oberösterreich;4;96624;M;643;531;0
5;35-44;Oberösterreich;4;93084;W;640;521;1
5;35-44;Salzburg;5;36504;M;254;193;0
5;35-44;Salzburg;5;36266;W;247;185;0
5;35-44;Steiermark;6;80862;M;306;250;1
5;35-44;Steiermark;6;78868;W;281;227;0
5;35-44;Tirol;7;49776;M;563;486;0
5;35-44;Tirol;7;49773;W;572;486;0
5;35-44;Vorarlberg;8;26536;M;206;154;0
5;35-44;Vorarlberg;8;26555;W;231;170;0
5;35-44;Wien;9;136556;M;1742;1139;0
5;35-44;Wien;9;135570;W;1635;1039;0
5;35-44;Österreich;10;585813;M;4526;3402;3
5;35-44;Österreich;10;580801;W;4415;3249;1
6;45-54;Burgenland;1;23555;M;121;92;1
6;45-54;Burgenland;1;23359;W;112;83;0
6;45-54;Kärnten;2;43350;M;113;79;1
6;45-54;Kärnten;2;44450;W;121;86;0
6;45-54;Niederösterreich;3;135183;M;894;722;0
6;45-54;Niederösterreich;3;135871;W;887;683;1
6;45-54;Oberösterreich;4;113770;M;745;606;1
6;45-54;Oberösterreich;4;111883;W;759;595;1
6;45-54;Salzburg;5;41781;M;310;222;1
6;45-54;Salzburg;5;43095;W;280;206;0
6;45-54;Steiermark;6;96598;M;384;303;0
6;45-54;Steiermark;6;94098;W;441;347;0
6;45-54;Tirol;7;58275;M;620;515;2
6;45-54;Tirol;7;58650;W;690;581;0
6;45-54;Vorarlberg;8;30682;M;273;197;0
6;45-54;Vorarlberg;8;30151;W;264;199;0
6;45-54;Wien;9;135495;M;1653;1062;5
6;45-54;Wien;9;137897;W;1633;997;4
6;45-54;Österreich;10;678689;M;5113;3798;11
6;45-54;Österreich;10;679454;W;5187;3777;6
7;55-64;Burgenland;1;23177;M;84;63;1
7;55-64;Burgenland;1;23355;W;77;57;0
7;55-64;Kärnten;2;42333;M;105;72;0
7;55-64;Kärnten;2;44113;W;94;65;0
7;55-64;Niederösterreich;3;119601;M;697;535;9
7;55-64;Niederösterreich;3;120850;W;595;483;1
7;55-64;Oberösterreich;4;103603;M;614;470;8
7;55-64;Oberösterreich;4;104467;W;481;372;0
7;55-64;Salzburg;5;36187;M;280;206;0
7;55-64;Salzburg;5;39104;W;236;162;0
7;55-64;Steiermark;6;88153;M;301;248;2
7;55-64;Steiermark;6;89857;W;292;235;1
7;55-64;Tirol;7;49083;M;536;446;2
7;55-64;Tirol;7;50665;W;481;408;1
7;55-64;Vorarlberg;8;25323;M;159;129;0
7;55-64;Vorarlberg;8;25743;W;155;116;0
7;55-64;Wien;9;109051;M;1167;727;8
7;55-64;Wien;9;115461;W;942;580;0
7;55-64;Österreich;10;596511;M;3943;2896;30
7;55-64;Österreich;10;613615;W;3353;2478;3
8;65-74;Burgenland;1;15875;M;48;35;5
8;65-74;Burgenland;1;16744;W;40;26;1
8;65-74;Kärnten;2;28381;M;57;39;4
8;65-74;Kärnten;2;32171;W;43;31;1
8;65-74;Niederösterreich;3;78246;M;345;252;21
8;65-74;Niederösterreich;3;87257;W;305;230;8
8;65-74;Oberösterreich;4;64338;M;248;185;10
8;65-74;Oberösterreich;4;71363;W;222;170;4
8;65-74;Salzburg;5;24598;M;121;82;3
8;65-74;Salzburg;5;28762;W;115;70;3
8;65-74;Steiermark;6;57258;M;169;127;13
8;65-74;Steiermark;6;65238;W;167;134;9
8;65-74;Tirol;7;32020;M;242;195;8
8;65-74;Tirol;7;36356;W;216;177;4
8;65-74;Vorarlberg;8;16467;M;72;45;5
8;65-74;Vorarlberg;8;18360;W;67;39;2
8;65-74;Wien;9;71215;M;532;312;42
8;65-74;Wien;9;88821;W;497;296;11
