Bundesland;Anzahl;GKZ;Timestamp
Wien;4331;9;2020-09-26T20:00:00
Vorarlberg;456;8;2020-09-26T20:00:00
Tirol;559;7;2020-09-26T20:00:00
Steiermark;494;6;2020-09-26T20:00:00
Salzburg;262;5;2020-09-26T20:00:00
Oberösterreich;749;4;2020-09-26T20:00:00
Niederösterreich;1150;3;2020-09-26T20:00:00
Kärnten;131;2;2020-09-26T20:00:00
Burgenland;141;1;2020-09-26T20:00:00
