Altersgruppe;Anzahl;Timestamp
<5;3039;2021-01-16T18:02:00
5-14;21179;2021-01-16T18:02:00
15-24;54359;2021-01-16T18:02:00
25-34;63028;2021-01-16T18:02:00
35-44;57301;2021-01-16T18:02:00
45-54;69384;2021-01-16T18:02:00
55-64;53245;2021-01-16T18:02:00
65-74;26548;2021-01-16T18:02:00
75-84;23474;2021-01-16T18:02:00
>84;16270;2021-01-16T18:02:00
