Bundesland;Anzahl;GKZ;Timestamp
Wien;360;9;2020-07-09T04:00:00
Vorarlberg;7;8;2020-07-09T04:00:00
Tirol;30;7;2020-07-09T04:00:00
Steiermark;72;6;2020-07-09T04:00:00
Salzburg;37;5;2020-07-09T04:00:00
Oberösterreich;448;4;2020-07-09T04:00:00
Niederösterreich;102;3;2020-07-09T04:00:00
Kärnten;14;2;2020-07-09T04:00:00
Burgenland;16;1;2020-07-09T04:00:00
