Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;395;2;33
Rust(Stadt);102;1980;49;0;2
Eisenstadt-Umgebung;103;43236;1039;9;88
Güssing;104;25699;753;7;58
Jennersdorf;105;17097;532;11;50
Mattersburg;106;40042;1000;12;149
Neusiedl am See;107;59990;1295;17;92
Oberpullendorf;108;37384;1187;13;95
Oberwart;109;54192;1616;43;100
Klagenfurt Stadt;201;101300;3009;59;361
Villach Stadt;202;62882;1495;18;159
Hermagor;203;18054;549;2;64
Klagenfurt Land;204;60014;1706;5;219
Sankt Veit an der Glan;205;54186;1875;14;265
Spittal an der Drau;206;75868;1422;15;234
Villach Land;207;64618;1672;12;274
Völkermarkt;208;41862;1707;8;190
Wolfsberg;209;52607;1813;22;339
Feldkirchen;210;29902;874;13;126
Krems an der Donau(Stadt);301;25036;780;23;63
Sankt Pölten(Stadt);302;55514;1809;18;265
Waidhofen an der Ybbs(Stadt);303;11222;360;4;43
Wiener Neustadt(Stadt);304;45823;1347;27;111
Amstetten;305;116520;4493;62;525
Baden;306;146751;3396;28;313
Bruck an der Leitha;307;103735;2243;25;199
Gänserndorf;308;104782;1726;22;127
Gmünd;309;36553;1153;26;103
Hollabrunn;310;51033;1027;17;66
Horn;311;30936;487;6;25
Korneuburg;312;91254;1957;15;106
Krems(Land);313;56487;1676;17;110
Lilienfeld;314;25655;764;14;67
Melk;315;78191;2408;35;298
Mistelbach;316;75625;1288;23;100
Mödling;317;119115;2670;39;175
Neunkirchen;318;86343;2072;31;275
Sankt Pölten(Land);319;131729;3514;51;340
Scheibbs;320;41414;1681;11;191
Tulln;321;104593;2453;29;178
Waidhofen an der Thaya;322;25682;716;9;65
Wiener Neustadt(Land);323;78307;1711;25;178
Zwettl;325;41987;1299;8;158
Linz(Stadt);401;206595;7348;95;654
Steyr(Stadt);402;38056;1317;10;95
Wels(Stadt);403;62470;2654;26;246
Braunau am Inn;404;105553;3470;29;434
Eferding;405;33178;1809;20;108
Freistadt;406;66861;3043;46;148
Gmunden;407;101859;3432;34;253
Grieskirchen;408;64875;3205;30;216
Kirchdorf an der Krems;409;57071;1799;26;147
Linz-Land;410;151371;5459;48;503
Perg;411;68968;3049;28;278
Ried im Innkreis;412;61690;3139;48;225
Rohrbach;413;56545;3431;65;185
Schärding;414;57391;2805;18;271
Steyr-Land;415;60717;2503;41;170
Urfahr-Umgebung;416;86005;4133;43;248
Vöcklabruck;417;137297;5251;51;388
Wels-Land;418;73777;2535;23;210
Salzburg(Stadt);501;155021;5027;36;526
Hallein;502;60824;2849;22;228
Salzburg-Umgebung;503;153492;5744;37;547
Sankt Johann im Pongau;504;81194;4395;58;359
Tamsweg;505;20251;1088;15;231
Zell am See;506;87628;3399;40;316
Graz(Stadt);601;291072;7345;70;723
Deutschlandsberg;603;60867;1200;13;119
Graz-Umgebung;606;156070;3723;90;485
Leibnitz;610;84756;2466;42;266
Leoben;611;59700;1646;49;132
Liezen;612;79652;2316;30;203
Murau;614;27543;725;6;147
Voitsberg;616;51044;1654;43;173
Weiz;617;90654;2181;49;210
Murtal;620;71698;2013;36;332
Bruck-Mürzzuschlag;621;98697;2867;70;366
Hartberg-Fürstenfeld;622;90606;2889;85;321
Südoststeiermark;623;84036;2519;36;298
Innsbruck-Stadt;701;131961;5664;60;277
Imst;702;60474;2405;17;161
Innsbruck-Land;703;180453;7470;69;469
Kitzbühel;704;64168;2214;22;150
Kufstein;705;110287;5454;86;286
Landeck;706;44386;2100;26;85
Lienz;707;48738;2021;20;370
Reutte;708;32838;766;3;47
Schwaz;709;84329;6079;80;348
Bludenz;801;64107;2373;26;166
Bregenz;802;134987;5192;55;290
Dornbirn;803;89912;4205;31;178
Feldkirch;804;108133;4294;34;265
Wien;900;1911191;61740;719;3854
